inchi_key,level1,level2,level3,level4,level5,name,smiles
VJJPUSNTGOMMGY-GEGAHKOSSA-N,,,,,,,COC1CC(CC(OC)C1O)[C@H]1[C@@H]2C(COC2=O)C(OC2O[C@@H]3COC(C)O[C@H]3[C@H](O)[C@H]2O)C2CC3OCOC3CC12
BEZZFPOZAYTVHN-UHFFFAOYSA-N,,,,,,Oxfendazole,COC(=O)NC1NC2CCC(CC2[NH]1)S(=O)C1CCCCC1
HBOMLICNUCNMMY-UHFFFAOYSA-N,,,,,,,CC1CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)[NH]C1=O
ZCJYUTQZBAIHBS-UHFFFAOYSA-N,D,D01,D01A,D01AC,D01AC12,Fenticonazole,CLC1CCC(C(CN2CCNC2)OCC2CCC(SC3CCCCC3)CC2)C(CL)C1
MJFJKKXQDNNUJF-UHFFFAOYSA-N,N,N04,N04A,N04AA,N04AA03,Metixene,CN1CCCC(CC2C3CCCCC3SC3CCCCC23)C1
MDKGKXOCJGEUJW-UHFFFAOYSA-N,M,M01,M01A,M01AE,M01AE07,Suprofen,CC(C(O)=O)C1CCC(CC1)C(=O)C1CCCS1
HJORMJIFDVBMOB-UHFFFAOYSA-N,,,,,,Rolipram,COC1CCC(CC1OC1CCCC1)C1CNC(=O)C1
VQHSOMBJVWLPSR-HWCAIPQBSA-N,,,,,,,OC[C@H](O)[C@@H](O)C(O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
UREBDLICKHMUKA-UHFFFAOYSA-N,,,,,,,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
XYFPWWZEPKGCCK-UHFFFAOYSA-N,,,,,,,NC1NCNC2N(NC(-C3CCC(OC4CCCCC4)CC3)C12)C1CCCN(C1)C(=O)C=C
ILKJAFIWWBXGDU-ZYDCGBIBSA-N,,,,,,,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C
KMCZIPGKKBSLEX-JLNWNYEJSA-N,,,,,,,COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)\C=C(/C)C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)C(=O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O
SWZXEVABPLUDIO-QNLBTCDKSA-N,,,,,,,COC[C@H](NC(=O)[C@H](COC)NC(=O)C1CNC(C)S1)C(=O)N[C@@H](CC1CCCCC1)C(=O)C1(C)CO1
GMIZZEXBPRLVIV-UHFFFAOYSA-N,,,,,,,CN1CC(CN1)C2CNN3C(N)C(BR)C(NC23)C4CCCNC4
XXEPPPIWZFICOJ-UHFFFAOYSA-N,A,A08,A08A,A08AA,A08AA03,Diethylpropion,CCN(CC)C(C)C(=O)C1CCCCC1
CDMGBJANTYXAIV-UHFFFAOYSA-N,,,,,,,CS(=O)C1CCC(CC1)-C1NC(C([NH]1)-C1CCNCC1)-C1CCC(F)CC1
GFNANZIMVAIWHM-MGVPRKGPSA-N,,,,,,,C[C@]12C[C@H](O)[C@@]3(F)C(CCC4=CC(=O)C=C[C@]34C)C1C[C@@H](O)[C@]2(O)C(=O)CO
DNXHEGUUPJUMQT-GUZDXLFXSA-N,,,,,,,C[C@]12CCC3C(CCC4CC(O)CCC34)C1CCC2=O
GWOFUCIGLDBNKM-UHFFFAOYSA-N,,,,,,,OCC(O)COC(=O)C1CCCCC1NC1CCNC2CC(CL)CCC12
YFGBQHOOROIVKG-UHFFFAOYSA-N,,,,,,,CSCCC(NC(=O)C(CC1CCCCC1)NC(=O)CNC(=O)CNC(=O)C(N)CC1CCC(O)CC1)C(O)=O
XMAYWYJOQHXEEK-NASUQTAISA-N,,,,,,,CC(=O)N1CCN(CC1)C1CCC(OCC2CO[C@@](CN3CCNC3)(O2)C2CCC(CL)CC2CL)CC1
DZLNHFMRPBPULJ-UHFFFAOYSA-N,,,,,,Timonacic,OC(=O)C1CSCN1
YREYEVIYCVEVJK-UHFFFAOYSA-N,A,A02,A02B,A02BC,A02BC54,Rabeprazole,COCCCOC1CCNC(CS(=O)C2NC3CCCCC3[NH]2)C1C
VIKNJXKGJWUCNN-FOEMKWDFSA-N,,,,,,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@H]34)C1CC[C@@]2(O)C#C
OUPZKGBUJRBPGC-UHFFFAOYSA-N,,,,,,,O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1
WYZWZEOGROVVHK-ZUVMSYQZSA-N,,,,,,,CC1CC2OC2\C=C\C=C\C(=O)CC2C(CL)C(O)CC(O)C2C(=O)O1
UMQUQWCJKFOUGV-UHFFFAOYSA-N,,,,,,,CC(C)(C)NCC(O)COC1CCCC2[NH]C(O)NC12
OZWKMVRBQXNZKK-UHFFFAOYSA-N,M,M01,M01A,M01AB,M01AB15,Ketorolac,OC(=O)C1CCN2C1CCC2C(=O)C1CCCCC1
ZRCVYEYHRGVLOC-HYARGMPZSA-N,J,J01,J01M,J01MA,J01MA15,Gemifloxacin,CO\N=C1/CN(CC1CN)C1NC2N(CC(C(O)=O)C(=O)C2CC1F)C1CC1
RAVIZVQZGXBOQO-UHFFFAOYSA-N,,,,,,,CCC(C)N(C)C(=O)C1CC2CCCCC2C(N1)-C1CCCCC1CL
CPRAGQJXBLMUEL-UHFFFAOYSA-N,,,,,,,CC(NC1CCCCC1)C1CC(C)CN2C1NC(CC2=O)N1CCOCC1
NABQBYDEMLGCEO-UHFFFAOYSA-N,,,,,,,CC(=O)C(C#N)C(=O)NC1CCC(CC1)C(F)(F)F
IPWKIXLWTCNBKN-UHFFFAOYSA-N,G,G01,G01A,G01AF,G01AF06,Ornidazole,CC1NCC(N1CC(O)CCL)[N+]([O-])=O
YMBXTVYHTMGZDW-UHFFFAOYSA-N,,,,,,Loxoprofen,CC(C(O)=O)C1CCC(CC2CCCC2=O)CC1
SLTFTBXXKKDMPA-UHFFFAOYSA-N,,,,,,,CCCN1C(C)=C(C(C2CCCC(C2)[N+]([O-])=O)C(C(=O)ON2CCC(CC2)(C2CCCCC2)C2CCCCC2)=C1C)C(=O)OC
IVVNZDGDKPTYHK-UHFFFAOYSA-N,C,C02,C02D,C02DG,C02DG01,Pinacidil,CC(N\C(NC1CCNCC1)=N\C#N)C(C)(C)C
RJMIEHBSYVWVIN-UHFFFAOYSA-N,M,M01,M01A,M01AE,M01AE10,Indoprofen,CC(C(O)=O)C1CCC(CC1)N1CC2CCCCC2C1=O
WEXRUCMBJFQVBZ-UHFFFAOYSA-N,N,N05,N05C,N05CB,N05CB01,Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
DGMKFQYCZXERLX-UHFFFAOYSA-N,A,A02,A02B,A02BX,A02BX06,Proglumide,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1CCCCC1
AQOKCDNYWBIDND-GCYMYIANSA-N,,,,,,,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(O)CCC1CCCCC1
QLHHRYZMBGPBJG-UHFFFAOYSA-N,,,,,,,CNC(=O)NC1CCC(CC1)-C1NC(N2CC3CCC(C2)O3)C2CNN(C3CCC4(CC3)OCCO4)C2N1
ZATITKHAYUKSBY-UHFFFAOYSA-N,,,,,,,CC(C1=CN=CS1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)OC
GPKJTRJOBQGKQK-UHFFFAOYSA-N,P,P01,P01A,P01AX,P01AX05,Quinacrine,CCN(CC)CCCC(C)NC1C2CCC(CL)CC2NC2CCC(OC)CC12
XFDJYSQDBULQSI-UHFFFAOYSA-N,R,R07,R07A,R07AB,R07AB01,Doxapram,CCN1CC(CCN2CCOCC2)C(C1=O)(C1CCCCC1)C1CCCCC1
LGQCVMYAEFTEFN-VUOHQMJNSA-N,,,,,,,C[C@H]1C2CC3CCC(O)CC3[C@@]1(C)CCN2CC=C
WSEQXVZVJXJVFP-UHFFFAOYSA-N,N,N06,N06A,N06AB,N06AB04,Citalopram,CN(C)CCCC1(OCC2CC(CCC12)C#N)C1CCC(F)CC1
NWIBSHFKIJFRCO-CPKMXBGFSA-N,,,,,,,CO[C@@]12[C@@H]3NC3CN1C1=C([C@@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O
HYAFETHFCAUJAY-UHFFFAOYSA-N,A,A10,A10B,A10BD,A10BD09,Pioglitazone,CCC1CCC(CCOC2CCC(CC3SC(=O)NC3=O)CC2)NC1
AZSNMRSAGSSBNP-ONDMGMIHSA-N,,,,,,,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C\C=C(C)\[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
LHGUZCKPFXXVPV-UHFFFAOYSA-N,,,,,,,CCS(=O)(=O)N1CCC(CC1)C(C)N2C(C)C(C(=O)NCC3C(O)NC(C)CC3OC)C4CCCCC24
ADEBPBSSDYVVLD-UHFFFAOYSA-N,N,N06,N06D,N06DA,N06DA52,Donepezil,COC1CC2CC(CC3CCN(CC4CCCCC4)CC3)C(=O)C2CC1OC
NFLWUMRGJYTJIN-UHFFFAOYSA-N,,,,,,,NC(=O)CCC1NC(=O)C(CC2CCCCC2)NC(=O)C(CC2CCC(O)CC2)NC(=O)CCSSCC(NC(=O)C(CC(N)=O)NC1=O)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=N)C(=O)NCC(N)=O
HGGAKXAHAYOLDJ-UHFFFAOYSA-N,,,,,,,CC(O)C1C2SC(C3CCCO3)=C(N2C1=O)C(O)=O
POPFMWWJOGLOIF-KYSSJFEUSA-N,,,,,,,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
DQDAYGNAKTZFIW-UHFFFAOYSA-N,B,B01,B01A,B01AA,B01AA04,Phenprocoumon,CCC(C1CCCCC1)C1C(O)C2CCCCC2OC1=O
KGFYHTZWPPHNLQ-UHFFFAOYSA-N,,,,,,,CLC1CCC(S1)C(=O)NCC1CN(C(=O)O1)C1CCC(CC1)N1CCOCC1=O
OCJYIGYOJCODJL-UHFFFAOYSA-N,R,R06,R06A,R06AE,R06AE55,Meclizine,CC1CCCC(CN2CCN(CC2)C(C2CCCCC2)C2CCC(CL)CC2)C1
ZOCSXAVNDGMNBV-UHFFFAOYSA-N,,,,,,,NC1C(C(NN1-C1C(CL)CC(CC1CL)C(F)(F)F)C#N)S(=O)C(F)(F)F
TVURRHSHRRELCG-UHFFFAOYSA-N,C,C01,C01C,C01CA,C01CA19,Fenoldopam,OC1CCC(CC1)C1CNCCC2C(CL)C(O)C(O)CC12
HLCDNLNLQNYZTK-UHFFFAOYSA-N,,,,,,,[O-][N+](=O)C1CC(NC(=S)NC(NC(=O)C(C2CCCCC2)C2CCCCC2)C(CL)(CL)CL)CCC1F
BVMYCHKQPGEOSI-UHFFFAOYSA-N,,,,,,,O=C1CC2(CCCC2)CC(=O)N1CCNCC1COC2CCCCC2O1
YEAHTLOYHVWAKW-UHFFFAOYSA-N,,,,,,Palomid 529,COC1CCC(COC2CC3OC(=O)C4CC(CCC4C3CC2OC)C(C)O)CC1
ZJDCGVDEEHWEIG-UHFFFAOYSA-N,,,,,,,COC1CCC2C(CN(C)CC2C1)C1CCC(CL)C(CL)C1
BIDNLKIUORFRQP-AJTMIRJTSA-N,,,,,,,CCC(=O)O[C@@H](OP(=O)(CCCCC1CCCCC1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C
PNVNVHUZROJLTJ-UHFFFAOYSA-N,N,N06,N06A,N06AX,N06AX16,Venlafaxine,COC1CCC(CC1)C(CN(C)C)C1(O)CCCCC1
LEZWWPYKPKIXLL-UHFFFAOYSA-N,G,G01,G01A,G01AF,G01AF05,Econazole,CLC1CCC(COC(CN2CCNC2)C2CCC(CL)CC2CL)CC1
FOHHNHSLJDZUGQ-UHFFFAOYSA-N,P,P01,P01B,P01BX,P01BX01,Halofantrine,CCCCN(CCCC)CCC(O)C1CC2C(CL)CC(CL)CC2C2CC(CCC12)C(F)(F)F
KDLRVYVGXIQJDK-NQQGAZBYSA-N,,,,,,,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@@H](C(C)CL)[C@H]1O[C@@H](SC)[C@H](O)[C@@H](O)[C@H]1O
AUXCHYJDVJZEPG-UHFFFAOYSA-N,,,,,,,C1CCC(CC1)C1CCC2N3CCNC4CCCC(C34)C2C1
XQLWNAFCTODIRK-UHFFFAOYSA-N,C,C08,C08D,C08DA,C08DA02,Gallopamil,COC1CCC(CCN(C)CCCC(C#N)(C(C)C)C2CC(OC)C(OC)C(OC)C2)CC1OC
VHRSUDSXCMQTMA-IETLARDKSA-N,,,,,,,C[C@H]1CC2C3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)C2[C@@]2(C)C=CC(=O)C=C12
YUWPMEXLKGOSBF-SQIVGGFUSA-N,,,,,,,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C
QVYRGXJJSLMXQH-UHFFFAOYSA-N,M,M03,M03B,M03BC,M03BC51,Orphenadrine,CN(C)CCOC(C1CCCCC1)C1CCCCC1C
NPUKDXXFDDZOKR-UHFFFAOYSA-N,,,,,,,CCOC(=O)C1CNCN1C(C)C1CCCCC1
BGRJTUBHPOOWDU-UHFFFAOYSA-N,N,N05,N05A,N05AL,N05AL01,Sulpiride,CCN1CCCC1CNC(=O)C1CC(CCC1OC)S(N)(=O)=O
MUMGGOZAMZWBJJ-PPORCNLBSA-N,,,,,,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@@H]2O
JNGZXGGOCLZBFB-UHFFFAOYSA-N,,,,,,,CC(NC(=O)CC1CC(F)CC(F)C1)C(=O)NC1N=C(C2CCCCC2)C2CCCCC2N(C)C1=O
ANJTVLIZGCUXLD-VEDVMXKPSA-N,,,,,,,O=C1CCCC2C3CNC[C@@H](C3)CN12
INDBQLZJXZLFIT-UHFFFAOYSA-N,P,P01,P01B,P01BA,P01BA03,Primaquine,COC1CC(NC(C)CCCN)C2NCCCC2C1
SUBDBMMJDZJVOS-UHFFFAOYSA-N,A,A02,A02B,A02BC,A02BC01,Omeprazole,COC1CCC2NC([NH]C2C1)S(=O)CC1NCC(C)C(OC)C1C
CMJCXYNUCSMDBY-UHFFFAOYSA-N,,,,,,,COC(=O)NC(C)CNC1NCCC(N1)-C1CN(NC1-C1CC(CL)CC(NS(C)(=O)=O)C1F)C(C)C
MWLSOWXNZPKENC-UHFFFAOYSA-N,,,,,,Zileuton,CC(N(O)C(N)=O)C1CC2CCCCC2S1
FNYGWXSATBUBER-UHFFFAOYSA-N,,,,,,,CC1NCCN1CC(=O)N(C(C(=O)NC1CCCCC1)C1CCCCC1C)C1CCCC(F)C1
BPBPYQWMFCTCNG-UHFFFAOYSA-N,,,,,,PX-12,CCC(C)SSC1NCC[NH]1
MNSCVRXKDINXEY-UHFFFAOYSA-N,,,,,,,CN1C(C(=O)NC2CCCCN2)C(=O)C2CCCCC2S1(=O)=O
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,C,C08,C08C,C08CA,C08CA06,Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1CCCC(C1)[N+]([O-])=O)C(=O)OC(C)C
IYOZTVGMEWJPKR-UHFFFAOYSA-N,,,,,,,CC(N)C1CCC(CC1)C(=O)NC2CCNCC2
AFJYYKSVHJGXSN-XUCDQRGXSA-N,,,,,,,CO[C@H]1CC(O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4C(=N/O)\C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C2CCCCC2)C5)[C@]34O)O[C@@H](C)C1O
ULXXDDBFHOBEHA-ONEGZZNKSA-N,,,,,,,CN(C)C\C=C\C(=O)NC1CC2C(NC3CCC(F)C(CL)C3)NCNC2CC1OC1CCOC1
SUVMJBTUFCVSAD-UHFFFAOYSA-N,,,,,,,CS(=O)CCCCN=C=S
IOVGROKTTNBUGK-UHFFFAOYSA-N,,,,,,,CC(NCCC1CCC(O)CC1)C(O)C1CCC(O)CC1
RCYPVQCPYKNSTG-UHFFFAOYSA-N,,,,,,,N#CC(C1NC2CCCCC2S1)C1CCNC(NCCC2CCCNC2)N1
BOVGTQGAOIONJV-UHFFFAOYSA-N,A,A10,A10B,A10BB,A10BB09,Gliclazide,CC1CCC(CC1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1
PSGAAPLEWMOORI-GDXVCIIOSA-N,,,,,,,C[C@H]1CC2C3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CCC2[C@@]2(C)CCC(=O)C=C12
AYUNIORJHRXIBJ-ZGQRYRSUSA-N,,,,,,,COC1CC(C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O
OWEGWHBOCFMBLP-UHFFFAOYSA-N,,,,,,,CC(C)(C)C(=O)C(OC1CCC(CL)CC1)N1CCNC1
FZRIRHAXJWMMFP-PYQRESMBSA-N,,,,,,,C[C@@H]1C[C@H](C2CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@H]2[C@@H]1C)C(O)=O
AQCHWTWZEMGIFD-UHFFFAOYSA-N,C,C03,C03E,C03EA,C03EA12,Metolazone,CC1NC2CC(CL)C(CC2C(=O)N1C1CCCCC1C)S(N)(=O)=O
CBPNZQVSJQDFBE-WEDGMEQVSA-N,,,,,,,COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1OC(=O)C(C)(CO)CO
STECJAGHUSJQJN-WLQVYHSDSA-N,,,,,,,CN1C2C[C@@H](C[C@H]1[C@H]1OC21)OC(=O)[C@H](CO)C1CCCCC1
NUHPODZZKHQQET-UHFFFAOYSA-N,,,,,,,CN\C(NC#N)=N/C1CCC(CC1)C1=NNC(=O)CC1C
XOFYZVNMUHMLCC-BDQMTFAOSA-N,,,,,,,C[C@]12CC(=O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)CO
NZCRJKRKKOLAOJ-HQDKJBBOSA-N,,,,,,,CO[C@H]1\C=C\O[C@@]2(C)OC3C(C2=O)C2C4NC5CC(C)CCN5C4C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)C(O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)C2C(O)C3C
BOJKULTULYSRAS-JDTKQMTISA-N,,,,,,,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@@H](C\C=C3/C(O)COC3=O)C(=C)CC[C@H]12
IBAQFPQHRJAVAV-WMEPKMGJSA-N,,,,,,,OCCN1C[C@@H](O)[C@@H](O)C(O)C1CO
ODZBBRURCPAEIQ-GIANCMQGSA-N,,,,,,,OC[C@H]1O[C@H](CC1O)N1CC(\C=C\BR)C(=O)[NH]C1=O
WAAPEIZFCHNLKK-UHFFFAOYSA-N,,,,,,,NC(=O)C1CC2(NC(=O)NC2=O)C2CC(F)CCC2O1
QSNOWCXXECLALL-UHFFFAOYSA-N,,,,,,,CC(C)(OC1CCC(CL)CC1)C(=O)N1CSCC1C(O)=O
VSQQQLOSPVPRAZ-GFCOJPQKSA-N,,,,,,,OC[C@H]1OC(C[C@@H]1O)N1CC(C(=O)[NH]C1=O)C(F)(F)F
BYBYHCOEAFHGJL-UHFFFAOYSA-N,,,,,,,OC(COC1CCCC2[NH]C(CC12)C#N)CN1CCN(CC1)C(C1CCCCC1)C1CCCCC1
RONZAEMNMFQXRA-UHFFFAOYSA-N,N,N06,N06A,N06AX,N06AX11,Mirtazapine,CN1CCN2C(C1)C1CCCCC1CC1CCCNC21
XIQVNETUBQGFHX-UHFFFAOYSA-N,G,G04,G04B,G04BD,G04BD04,Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1CCCCC1
VABCILAOYCMVPS-UHFFFAOYSA-N,B,B01,B01A,B01AA,B01AA07,Acenocoumarol,CC(=O)CC(C1CCC(CC1)[N+]([O-])=O)C1C(O)C2CCCCC2OC1=O
IZLRMTJLQCLMKF-UHFFFAOYSA-N,,,,,,,COC1CCC(CC1OC)C(=O)N1CCCC2CC(CCC12)C1=NNC(=O)SC1C
KLPWJLBORRMFGK-UHFFFAOYSA-N,N,N05,N05A,N05AE,N05AE02,Molindone,CCC1C(C)[NH]C2CCC(CN3CCOCC3)C(=O)C12
WXRGFPHDRFQODR-UHFFFAOYSA-N,,,,,,,CC(C)N(CCCNC(=O)NC1CCC(CC1)C(C)(C)C)CC2OC(C(O)C2O)N3CCC4C(N)NCNC34
RLQVKDVIBJCQGE-VWWPZJNLSA-N,,,,,,,C[C@]12CC[C@@H]3[C@@H](CC[C@@]45O[C@@H]4C(=O)C(C[C@]35C)C#N)[C@@H]1CC[C@H]2O
YTXSYWAKVMZICI-PVCZSOGJSA-N,,,,,,,CC(C)C[C@H](NC(=O)CNC(=O)C1CC(CL)CCC1CL)B1OC(=O)CC(CC(O)=O)(O1)C(O)=O
HOMGKSMUEGBAAB-UHFFFAOYSA-N,L,L01,L01A,L01AA,L01AA06,Ifosfamide,CLCCNP1(=O)OCCCN1CCCL
NOTGFIUVDGNKRI-UHFFFAOYSA-N,,,,,,,NC(=O)C1NCN(C2OC(COP(O)(O)=O)C(O)C2O)C1N
RJKFOVLPORLFTN-OYEBDCLDSA-N,,,,,,,CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C
KMZQAVXSMUKBPD-DJWKRKHSSA-N,A,A02,A02B,A02BA,A02BA08,Lafutidine,O=C(CS(=O)CC1CCCO1)NC\C=C/COC1CC(CN2CCCCC2)CCN1
HOKDBMAJZXIPGC-UHFFFAOYSA-N,R,R06,R06A,R06AD,R06AD07,Mequitazine,C(C1CN2CCC1CC2)N1C2CCCCC2SC2CCCCC12
HQSSEGBEYORUBY-WPWMEQJKSA-N,,,,,,,CC(C(=O)NC1CCCC(C1)\N=C\C1C(O)CCC2CCCCC12)C1CCCCC1
KBAFPSLPKGSANY-UHFFFAOYSA-N,C,C04,C04A,C04AX,C04AX21,Naftidrofuryl,CCN(CC)CCOC(=O)C(CC1CCCO1)CC1CCCC2CCCCC12
STQGQHZAVUOBTE-JYZNYWJRSA-N,,,,,,,COC1CCCC2C(=O)C3C(O)C4C[C@](O)(C[C@H](OC5CC(N)C(O)C(C)O5)C4C(O)C3C(=O)C12)C(C)=O
JRLOEMCOOZSCQP-UHFFFAOYSA-N,,,,,,,CCCCCC(O)C1CCCC(OCC2CCC3CCCCC3N2)C1
WQSACWZKKZPCHN-UHFFFAOYSA-N,,,,,,,CC(C)CC(N)C1(CCC1)C1CCC(CL)CC1
ZPXSCAKFGYXMGA-UHFFFAOYSA-N,A,A08,A08A,A08AA,A08AA05,Mazindol,OC1(N2CCN=C2C2CCCCC12)C1CCC(CL)CC1
JTZZSQYMACOLNN-SNWGISBASA-N,,,,,,,COC1CCC2C(O[C@@H]3C[C@@H]4C(C3)C(=O)N(C)CCCC\C=C/[C@@H]3C[C@]3(NC4=O)C(=O)NS(=O)(=O)C3CC3)CC(NC2C1C)-C1NC(CS1)C(C)C
KZLQLABUFJNPSZ-UHFFFAOYSA-N,,,,,,,COC1CC(CCC1NC1NCC2N(C)C(=O)CC(C)N(C3CCCC3)C2N1)C(=O)NC1CCN(C)CC1
MBUVEWMHONZEQD-UHFFFAOYSA-N,R,R06,R06A,R06AX,R06AX19,Azelastine,CN1CCCC(CC1)N1NC(CC2CCC(CL)CC2)C2CCCCC2C1=O
BSMNRYCSBFHEMQ-UHFFFAOYSA-N,,,,,,,CLC1CCC(CC1CL)C12CC1CNC2
DSCFFEYYQKSRSV-LNEVVHJTSA-N,,,,,,,COC1C(O)[C@@H](O)C(O)C(O)[C@H]1O
LXFOLMYKSYSZQS-UHFFFAOYSA-N,,,,,,,CC(C)N(CC1OC(C(O)C1O)N2CNC3C(N)NCNC23)C4CC(CCC5NC6CC(CCC6[NH]5)C(C)(C)C)C4
HSUGRBWQSSZJOP-UHFFFAOYSA-N,,,,,,,COC1CCC(CC1)C1SC2CCCCC2N(CCN(C)C)C(=O)C1OC(C)=O
PMATZTZNYRCHOR-IMVLJIQESA-N,,,,,,,CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
UREBDLICKHMUKA-HIERVMNKSA-N,,,,,,,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO
KPQZUUQMTUIKBP-UHFFFAOYSA-N,P,P01,P01A,P01AB,P01AB07,Secnidazole,CC(O)CN1C(C)NCC1[N+]([O-])=O
FRPJXPJMRWBBIH-ZZSVNSIZSA-N,,,,,,,C[C@]12CCC3C(CCC4CC(OC(=O)N(CCCL)CCCL)CCC34)C1CC[C@@H]2O
DDHUTBKXLWCZCO-GFUWAVFVSA-N,,,,,,,COC1CC(BR)C(C[N+]2(CCOCCC3CC[C@H]4C[C@@H]3C4(C)C)CCOCC2)CC1OC
VQHUQHAPWMNBLP-UHFFFAOYSA-N,,,,,,,COP(=O)(OC)OC(C1CCC(CL)CC1)P(=O)(OC)OC
WZHJKEUHNJHDLS-STDCAVTESA-N,,,,,,,CN1CC(CNC(=O)OCC2CCCCC2)C[C@@H]2C1CC1CN(C)C3CCCC2C13
SUHOQUVVVLNYQR-MRVPVSSYSA-O,,,,,,,C[N+](C)(C)CCOP(O)(=O)OC[C@H](O)CO
RJWLAIMXRBDUMH-UHFFFAOYSA-N,,,,,,,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(C)=O)C=O
BBMULGJBVDDDNI-YFGMYPSKSA-N,,,,,,,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCC1CCC(C)C(O)C1C(O)=O
RWTNPBWLLIMQHL-UHFFFAOYSA-N,R,R06,R06A,R06AX,R06AX26,Fexofenadine,CC(C)(C(O)=O)C1CCC(CC1)C(O)CCCN1CCC(CC1)C(O)(C1CCCCC1)C1CCCCC1
BJHIKXHVCXFQLS-UHFFFAOYSA-N,,,,,,,OCC(O)C(O)C(O)C(=O)CO
BFYIZQONLCFLEV-VQIOPMHJSA-N,,,,,,,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O
FUZYTVDVLBBXDL-UHFFFAOYSA-N,,,,,,Selisistat,NC(=O)C1CCCC2C1[NH]C1CCC(CL)CC21
