inchi_key,level1,level2,level3,level4,level5,name,pert_id,smiles
,L,L0,L04,L04AX,L04AX01,azathioprine,BRD-K32821942,
,L,L0,L01,L01BC,L01BC01,cytarabine,BRD-K33106058,
,D,D1,D10,D10AD,D10AD03,adapalene,BRD-K33127281,
,R,R0,R05,R05DA,R05DA09,dextromethorphan,BRD-K33211335,
,J,J0,J05,J05AE,J05AE02,indinavir,BRD-K33226500,
,A,A1,A16,A16AX,A16AX06,miglustat,BRD-K33251802,
,R,R0,R01,R01AC,R01AC02,levocabastine,BRD-K33453211,
,L,L0,L01,L01XE,L01XE37,rociletinib,BRD-K33610132,
,A,A0,A04,A04AA,A04AA04,dolasetron,BRD-K34008116,
,L,L0,L01,L01BB,L01BB06,clofarabine,BRD-K34022604,
,A,A0,A02,A02BA,A02BA01,cimetidine,BRD-K34157611,
,R,R0,R06,R06AA,R06AA10,trimethobenzamide,BRD-K34415467,
,A,A1,A10,A10BB,A10BB12,glimepiride,BRD-K34776109,
,R,R0,R03,R03DA,R03DA07,theobromine,BRD-K34888156,
,G,G0,G03,G03AC,G03AC03,levonorgestrel,BRD-K35189033,
,R,R0,R03,R03BA,R03BA08,ciclesonide,BRD-K35245662,
,L,L0,L01,L01AX,L01AX04,dacarbazine,BRD-K35520305,
,G,G0,G04,G04BE,G04BE04,yohimbine,BRD-K35586044,
,P,P0,P02,P02DA,P02DA01,niclosamide,BRD-K35960502,
,J,J0,J05,J05AX,J05AX12,dolutegravir,BRD-K36386086,
,C,C0,C03,C03AA,C03AA02,hydroflumethiazide,BRD-K36862742,
,A,A1,A10,A10BB,A10BB01,glibenclamide,BRD-K36927236,
,A,A1,A16,A16AX,A16AX12,trientine,BRD-K37111771,
,N,N0,N05,N05AH,N05AH02,clozapine,BRD-K37289225,
,L,L0,L01,L01XD,L01XD06,efaproxiral,BRD-K37355418,
,C,C0,C03,C03XA,C03XA02,conivaptan,BRD-K37385792,
,N,N0,N06,N06BX,N06BX13,idebenone,BRD-K37516142,
,N,N0,N06,N06AA,N06AA12,doxepin,BRD-K37694030,
,B,B0,B01,B01AC,B01AC17,tirofiban,BRD-K37872686,
,N,N0,N06,N06AB,N06AB05,paroxetine,BRD-K37991163,
,N,N0,N03,N03AE,N03AE01,clonazepam,BRD-K38183498,
,C,C0,C03,C03CA,C03CA02,bumetanide,BRD-K38197229,
,N,N0,N06,N06AA,N06AA02,imipramine,BRD-K38436528,
,L,L0,L01,L01XE,L01XE29,lenvatinib,BRD-K39974922,
,C,C0,C04,C04AX,C04AX17,vinburnine,BRD-K40227168,
,J,J0,J05,J05AG,J05AG03,efavirenz,BRD-K40758068,
,C,C0,C02,C02KX,C02KX02,ambrisentan,BRD-K41185545,
,A,A0,A07,A07EC,A07EC04,balsalazide,BRD-K41410256,
,N,N0,N03,N03AX,N03AX22,perampanel,BRD-K41438959,
,N,N0,N02,N02BE,N02BE01,paracetamol,BRD-K41524689,
,D,D0,D08,D08AE,D08AE04,triclosan,BRD-K41731458,
,N,N0,N06,N06AA,N06AA11,protriptyline,BRD-K42098891,
,M,M0,M03,M03BX,M03BX08,cyclobenzaprine,BRD-K42348709,
,L,L0,L01,L01XE,L01XE35,osimertinib,BRD-K42805893,
,L,L0,L01,L01XE,L01XE04,sunitinib,BRD-K42828737,
,S,S0,S01,S01EC,S01EC01,acetazolamide,BRD-K43457670,
,C,C0,C08,C08CA,C08CA09,lacidipine,BRD-K43586850,
,C,C0,C01,C01CA,C01CA04,dopamine,BRD-K43887077,
,L,L0,L01,L01XE,L01XE24,ponatinib,BRD-K44227013,
,D,D0,D01,D01AE,D01AE18,tolnaftate,BRD-K44273375,
,A,A1,A10,A10BX,A10BX03,nateglinide,BRD-K44353683,
,L,L0,L03,L03AX,L03AX05,pidotimod,BRD-K44442813,
,L,L0,L01,L01XX,L01XX43,vismodegib,BRD-K44827188,
,N,N0,N05,N05CF,N05CF02,zolpidem,BRD-K44876623,
,B,B0,B01,B01AC,B01AC24,ticagrelor,BRD-K44974079,
,S,S0,S01,S01AD,S01AD07,famciclovir,BRD-K45033733,
,N,N0,N01,N01BA,N01BA03,tetracaine,BRD-K45071273,
,C,C0,C09,C09CA,C09CA03,valsartan,BRD-K45158365,
,C,C1,C10,C10AB,C10AB01,clofibrate,BRD-K45252063,
,L,L0,L02,L02AA,L02AA01,diethylstilbestrol,BRD-K45330754,
,P,P0,P02,P02CB,P02CB02,diethylcarbamazine,BRD-K45542189,
,C,C0,C01,C01CE,C01CE01,amrinone,BRD-K45924332,
,C,C1,C10,C10AB,C10AB02,bezafibrate,BRD-K46018455,
,A,A0,A05,A05AX,A05AX02,hymecromone,BRD-K46424862,
,A,A1,A10,A10BK,A10BK01,dapagliflozin,BRD-K46604138,
,C,C0,C04,C04AX,C04AX27,cinepazide,BRD-K46839850,
,N,N0,N02,N02BB,N02BB01,phenazone,BRD-K46937689,
,J,J0,J01,J01DE,J01DE03,cefozopran,BRD-K46970505,
,N,N0,N06,N06AF,N06AF04,tranylcypromine,BRD-K47029922,
,G,G0,G04,G04BD,G04BD02,flavoxate,BRD-K47639036,
,J,J0,J05,J05AB,J05AB13,penciclovir,BRD-K47780086,
,D,D0,D06,D06BB,D06BB04,podophyllotoxin,BRD-K47869605,
,N,N0,N04,N04BC,N04BC08,piribedil,BRD-K47936004,
,H,H0,H03,H03BA,H03BA02,propylthiouracil,BRD-K48168960,
,N,N0,N03,N03AX,N03AX15,zonisamide,BRD-K48300629,
,M,M0,M04,M04AA,M04AA03,febuxostat,BRD-K48367671,
,J,J0,J01,J01XX,J01XX01,fosfomycin,BRD-K48461310,
,C,C0,C01,C01DX,C01DX10,dilazep,BRD-K48722258,
,C,C0,C02,C02KX,C02KX04,macitentan,BRD-K48812570,
,L,L0,L01,L01XE,L01XE31,nintedanib,BRD-K49075727,
,C,C0,C02,C02CA,C02CA01,prazosin,BRD-K49111258,
,L,L0,L01,L01XE,L01XE06,dasatinib,BRD-K49328571,
,N,N0,N03,N03AX,N03AX14,levetiracetam,BRD-K49404994,
,C,C0,C02,C02KD,C02KD01,ketanserin,BRD-K49671696,
,C,C0,C09,C09AA,C09AA07,benazepril,BRD-K49807096,
,R,R0,R06,R06AX,R06AX18,acrivastine,BRD-K50163129,
,N,N0,N05,N05CM,N05CM02,clomethiazole,BRD-K50422030,
,N,N0,N01,N01BX,N01BX04,capsaicin,BRD-K50590187,
,L,L0,L01,L01XX,L01XX32,bortezomib,BRD-K88510285,
,S,S0,S01,S01AB,S01AB02,sulfafurazole,BRD-K50859149,
,N,N0,N02,N02CC,N02CC01,sumatriptan,BRD-K50938287,
,N,N0,N02,N02AX,N02AX02,tramadol,BRD-K51033547,
,V,V0,V03,V03AX,V03AX03,cobicistat,BRD-K51040301,
,N,N0,N05,N05AE,N05AE05,lurasidone,BRD-K51143828,
,L,L0,L01,L01XE,L01XE33,palbociclib,BRD-K51313569,
,L,L0,L02,L02BA,L02BA02,toremifene,BRD-K51350053,
,J,J0,J05,J05AE,J05AE03,ritonavir,BRD-K51485625,
,L,L0,L01,L01XE,L01XE26,cabozantinib,BRD-K51544265,
,A,A0,A01,A01AB,A01AB17,metronidazole,BRD-K52020312,
,S,S0,S01,S01XA,S01XA11,nandrolone,BRD-K52080565,
,L,L0,L02,L02BG,L02BG03,anastrozole,BRD-K52172416,
,A,A1,A11,A11HA,A11HA07,inositol,BRD-K52618540,
,N,N0,N01,N01BB,N01BB02,lidocaine,BRD-K52662033,
,R,R0,R07,R07AX,R07AX02,ivacaftor,BRD-K52818472,
,A,A1,A10,A10BX,A10BX08,mitiglinide,BRD-K52959329,
,N,N0,N06,N06AA,N06AA04,clomipramine,BRD-K52989797,
,N,N0,N06,N06BX,N06BX18,vinpocetine,BRD-K53318339,
,L,L0,L01,L01XE,L01XE34,tivozanib,BRD-K53414658,
,N,N0,N06,N06AB,N06AB08,fluvoxamine,BRD-K53517854,
,L,L0,L04,L04AA,L04AA37,baricitinib,BRD-K53581288,
,N,N0,N06,N06AA,N06AA09,amitriptyline,BRD-K53737926,
,A,A1,A10,A10BK,A10BK03,empagliflozin,BRD-K53765467,
,N,N0,N05,N05AX,N05AX08,risperidone,BRD-K53857191,
,N,N0,N06,N06AX,N06AX26,vortioxetine,BRD-K53963539,
,L,L0,L01,L01XE,L01XE18,ruxolitinib,BRD-K53972329,
,R,R0,R03,R03AC,R03AC13,formoterol,BRD-K54006094,
,J,J0,J05,J05AX,J05AX11,elvitegravir,BRD-K54472332,
,N,N0,N06,N06AA,N06AA16,dosulepin,BRD-K54759182,
,M,M0,M01,M01AH,M01AH05,etoricoxib,BRD-K54770957,
,A,A0,A08,A08AA,A08AA11,lorcaserin,BRD-K55013654,
,N,N0,N05,N05AB,N05AB02,fluphenazine,BRD-K55127134,
,S,S0,S01,S01AA,S01AA14,benzylpenicillin,BRD-K55191674,
,N,N0,N03,N03AB,N03AB02,phenytoin,BRD-K55930204,
,G,G0,G01,G01AF,G01AF17,oxiconazole,BRD-K56104152,
,L,L0,L01,L01XE,L01XE15,vemurafenib,BRD-K56343971,
,R,R0,R05,R05CB,R05CB06,ambroxol,BRD-K56558538,
,J,J0,J04,J04BA,J04BA01,clofazimine,BRD-K56614220,
,V,V0,V03,V03AB,V03AB34,fomepizole,BRD-K56810756,
,L,L0,L01,L01DB,L01DB03,epirubicin,BRD-K56844688,
,L,L0,L02,L02BB,L02BB04,enzalutamide,BRD-K56851771,
,C,C0,C01,C01EB,C01EB03,indometacin,BRD-K57222227,
,A,A0,A07,A07AA,A07AA12,fidaxomicin,BRD-K57371763,
,N,N0,N05,N05AL,N05AL03,tiapride,BRD-K57432881,
,C,C0,C09,C09AA,C09AA02,enalapril,BRD-K57545991,
,C,C0,C04,C04AD,C04AD03,pentoxifylline,BRD-K57569181,
,N,N0,N05,N05AX,N05AX15,cariprazine,BRD-K57764956,
,N,N0,N06,N06AX,N06AX24,vilazodone,BRD-K58010567,
,N,N0,N04,N04BD,N04BD02,rasagiline,BRD-K58114536,
,J,J0,J01,J01FA,J01FA06,roxithromycin,BRD-K58211978,
,A,A0,A08,A08AA,A08AA04,dexfenfluramine,BRD-K58626373,
,N,N0,N05,N05AF,N05AF03,chlorprothixene,BRD-K59058766,
,G,G0,G02,G02CC,G02CC02,naproxen,BRD-K59197931,
,N,N0,N06,N06BC,N06BC02,propentofylline,BRD-K59273480,
,A,A1,A10,A10BF,A10BF03,voglibose,BRD-K59331299,
,N,N0,N06,N06BX,N06BX09,linopirdine,BRD-K59332007,
,J,J0,J01,J01XX,J01XX11,tedizolid,BRD-K59436580,
,J,J0,J05,J05AX,J05AX10,maribavir,BRD-K59524082,
,C,C0,C01,C01BA,C01BA01,quinidine,BRD-K59632282,
,H,H0,H01,H01CB,H01CB05,pasireotide,BRD-K59715032,
,C,C0,C09,C09CA,C09CA04,irbesartan,BRD-K60038276,
,N,N0,N03,N03AG,N03AG06,tiagabine,BRD-K60160658,
,H,H0,H05,H05BX,H05BX02,paricalcitol,BRD-K60585088,
,L,L0,L01,L01XX,L01XX47,idelalisib,BRD-K60866521,
,A,A0,A07,A07DA,A07DA03,loperamide,BRD-K61250553,
,L,L0,L01,L01XX,L01XX39,romidepsin,BRD-K61397605,
,D,D0,D08,D08AK,D08AK06,thiomersal,BRD-K61443650,
,J,J0,J05,J05AF,J05AF09,emtricitabine,BRD-K61452026,
,L,L0,L01,L01XX,L01XX35,anagrelide,BRD-K62200014,
,J,J0,J04,J04BA,J04BA02,dapsone,BRD-K62363391,
,L,L0,L01,L01XX,L01XX52,venetoclax,BRD-K62391742,
,C,C0,C02,C02CC,C02CC02,guanethidine,BRD-K62676709,
,L,L0,L02,L02AE,L02AE04,triptorelin,BRD-K62685538,
,N,N0,N03,N03AX,N03AX12,gabapentin,BRD-K62737565,
,C,C0,C08,C08EX,C08EX01,lidoflazine,BRD-K62996583,
,A,A0,A01,A01AD,A01AD01,epinephrine,BRD-K63126190,
,A,A0,A08,A08AB,A08AB01,orlistat,BRD-K63343048,
,D,D0,D05,D05BA,D05BA02,methoxsalen,BRD-K63430059,
,S,S0,S01,S01AA,S01AA17,erythromycin,BRD-K63550407,
,N,N0,N05,N05AA,N05AA05,triflupromazine,BRD-K63675182,
,L,L0,L01,L01XD,L01XD05,temoporfin,BRD-K63712959,
,C,C1,C10,C10AD,C10AD06,acipimox,BRD-K63736853,
,G,G0,G03,G03XC,G03XC01,raloxifene,BRD-K63828191,
,C,C0,C01,C01DX,C01DX12,molsidomine,BRD-K63861289,
,L,L0,L01,L01XE,L01XE02,gefitinib,BRD-K64052750,
,G,G0,G03,G03DB,G03DB08,dienogest,BRD-K64504314,
,D,D1,D10,D10AD,D10AD01,tretinoin,BRD-K64634304,
,A,A0,A04,A04AD,A04AD12,aprepitant,BRD-K65170927,
,G,G0,G04,G04BE,G04BE10,avanafil,BRD-K65781196,
,N,N0,N02,N02AF,N02AF02,nalbuphine,BRD-K66404838,
,J,J0,J01,J01MA,J01MA18,pazufloxacin,BRD-K66412701,
,S,S0,S01,S01AE,S01AE07,moxifloxacin,BRD-K66615216,
,J,J0,J01,J01XX,J01XX08,linezolid,BRD-K66876909,
,S,S0,S01,S01GX,S01GX05,lodoxamide,BRD-K66937583,
,B,B0,B01,B01AC,B01AC23,cilostazol,BRD-K67017579,
,L,L0,L01,L01XX,L01XX03,altretamine,BRD-K67043667,
,C,C0,C01,C01CE,C01CE02,milrinone,BRD-K67080878,
,B,B0,B01,B01AF,B01AF02,apixaban,BRD-K67121414,
,S,S0,S01,S01XA,S01XA08,acetylcysteine,BRD-K67174965,
,B,B0,B01,B01AC,B01AC03,picotamide,BRD-K67277431,
,N,N0,N05,N05AD,N05AD01,haloperidol,BRD-K67783091,
,C,C0,C09,C09AA,C09AA03,lisinopril,BRD-K67966701,
,D,D0,D01,D01AE,D01AE15,terbinafine,BRD-K68132782,
,N,N0,N05,N05BA,N05BA19,etizolam,BRD-K68232413,
,N,N0,N03,N03AX,N03AX18,lacosamide,BRD-K68232650,
,L,L0,L01,L01XX,L01XX01,amsacrine,BRD-K68346641,
,N,N0,N05,N05AH,N05AH04,quetiapine,BRD-K68867920,
,N,N0,N05,N05AE,N05AE03,sertindole,BRD-K69116396,
,M,M0,M01,M01AX,M01AX21,diacerein,BRD-K69122748,
,C,C1,C10,C10AA,C10AA05,atorvastatin,BRD-K69726342,
,N,N0,N06,N06AB,N06AB10,escitalopram,BRD-K70301876,
,N,N0,N04,N04BB,N04BB01,amantadine,BRD-K70330367,
,N,N0,N05,N05AX,N05AX12,aripiprazole,BRD-K70358946,
,L,L0,L01,L01XE,L01XE03,erlotinib,BRD-K70401845,
,N,N0,N06,N06AB,N06AB06,sertraline,BRD-K70464547,
,A,A0,A02,A02BA,A02BA02,ranitidine,BRD-K70505054,
,R,R0,R03,R03DA,R03DA11,doxofylline,BRD-K70507123,
,N,N0,N06,N06AX,N06AX05,trazodone,BRD-K70778732,
,L,L0,L01,L01XE,L01XE22,masitinib,BRD-K71035033,
,D,D0,D01,D01AC,D01AC18,luliconazole,BRD-K71058253,
,S,S0,S01,S01EC,S01EC03,dorzolamide,BRD-K71075609,
,N,N0,N06,N06AX,N06AX21,duloxetine,BRD-K71103788,
,R,R0,R03,R03DC,R03DC01,zafirlukast,BRD-K71289571,
,N,N0,N03,N03AF,N03AF01,carbamazepine,BRD-K71799949,
,C,C1,C10,C10AX,C10AX02,probucol,BRD-K72029282,
,J,J0,J05,J05AB,J05AB03,vidarabine,BRD-K72093121,
,N,N0,N02,N02CA,N02CA01,dihydroergotamine,BRD-K72166146,
,C,C0,C09,C09AA,C09AA06,quinapril,BRD-K72222507,
,C,C0,C01,C01DX,C01DX18,linsidomine,BRD-K72922393,
,L,L0,L01,L01DB,L01DB09,valrubicin,BRD-K72951360,
,P,P0,P02,P02CE,P02CE01,levamisole,BRD-K73107279,
,C,C0,C02,C02DA,C02DA01,diazoxide,BRD-K73109821,
,C,C0,C02,C02CA,C02CA06,urapidil,BRD-K73196317,
,D,D0,D05,D05AX,D05AX04,tacalcitol,BRD-K73237276,
,C,C0,C01,C01CA,C01CA06,phenylephrine,BRD-K73381542,
,M,M0,M02,M02AA,M02AA06,etofenamate,BRD-K73541271,
,C,C0,C01,C01EA,C01EA01,alprostadil,BRD-K73691377,
,S,S0,S01,S01AA,S01AA26,azithromycin,BRD-K73794685,
,C,C0,C09,C09CA,C09CA07,telmisartan,BRD-K73999723,
,D,D0,D01,D01AE,D01AE22,naftifine,BRD-K74141488,
,S,S0,S01,S01AX,S01AX06,resorcinol,BRD-K74190368,
,G,G0,G04,G04CA,G04CA02,tamsulosin,BRD-K74339692,
,L,L0,L01,L01XE,L01XE11,pazopanib,BRD-K74514084,
,J,J0,J05,J05AG,J05AG04,etravirine,BRD-K74717603,
,C,C0,C02,C02KX,C02KX01,bosentan,BRD-K74763371,
,M,M0,M04,M04AB,M04AB05,lesinurad,BRD-K75024268,
,N,N0,N07,N07AB,N07AB01,carbachol,BRD-K75037734,
,C,C0,C01,C01BA,C01BA02,procainamide,BRD-K75089421,
,A,A0,A03,A03FA,A03FA01,metoclopramide,BRD-K75641298,
,L,L0,L01,L01BB,L01BB03,tioguanine,BRD-K75649340,
,N,N0,N02,N02CC,N02CC04,rizatriptan,BRD-K75699339,
,C,C1,C10,C10AA,C10AA08,pitavastatin,BRD-K75958547,
,G,G0,G03,G03XB,G03XB02,ulipristal,BRD-K76197012,
,C,C0,C09,C09CA,C09CA01,losartan,BRD-K76205745,
,C,C0,C04,C04AX,C04AX32,fasudil,BRD-K76617868,
,M,M0,M02,M02AA,M02AA26,nimesulide,BRD-K76775527,
,C,C0,C04,C04AE,C04AE02,nicergoline,BRD-K76810206,
,D,D0,D05,D05AX,D05AX05,tazarotene,BRD-K76841105,
,C,C0,C02,C02CA,C02CA02,indoramin,BRD-K76953762,
,L,L0,L01,L01XE,L01XE12,vandetanib,BRD-K77625799,
,R,R0,R01,R01AA,R01AA08,naphazoline,BRD-K77641333,
,G,G0,G01,G01AC,G01AC05,dequalinium,BRD-K77685957,
,D,D0,D01,D01AC,D01AC06,tiabendazole,BRD-K77695569,
,C,C0,C02,C02AC,C02AC05,moxonidine,BRD-K77771411,
,N,N0,N05,N05AG,N05AG01,fluspirilene,BRD-K77947974,
,P,P0,P02,P02CA,P02CA01,mebendazole,BRD-K77987382,
,C,C0,C03,C03CA,C03CA01,furosemide,BRD-K78010432,
,J,J0,J01,J01MA,J01MA04,enoxacin,BRD-K78113049,
,B,B0,B02,B02BA,B02BA02,menadione,BRD-K78126613,
,L,L0,L01,L01XE,L01XE16,crizotinib,BRD-K78431006,
,L,L0,L01,L01XX,L01XX07,lonidamine,BRD-K78513633,
,L,L0,L01,L01XX,L01XX50,ixazomib,BRD-K78659596,
,L,L0,L04,L04AA,L04AA13,leflunomide,BRD-K78692225,
,P,P0,P02,P02CA,P02CA03,albendazole,BRD-K79131256,
,L,L0,L01,L01BC,L01BC08,decitabine,BRD-K79254416,
,R,R0,R06,R06AE,R06AE03,cyclizine,BRD-K79501723,
,A,A1,A10,A10BA,A10BA02,metformin,BRD-K79602928,
,G,G0,G04,G04BE,G04BE03,sildenafil,BRD-K79759585,
,A,A1,A10,A10BB,A10BB08,gliquidone,BRD-K80396088,
,D,D0,D03,D03AX,D03AX10,enoxolone,BRD-K80535353,
,G,G0,G04,G04BE,G04BE06,moxisylyte,BRD-K81144366,
,M,M0,M03,M03CA,M03CA01,dantrolene,BRD-K81272440,
,L,L0,L01,L01XX,L01XX38,vorinostat,BRD-K81418486,
,N,N0,N06,N06DA,N06DA01,tacrine,BRD-K81473089,
,L,L0,L01,L01XE,L01XE08,nilotinib,BRD-K81528515,
,G,G0,G02,G02AD,G02AD01,dinoprost,BRD-K81672972,
,P,P0,P02,P02BX,P02BX04,triclabendazole,BRD-K81916719,
,B,B0,B01,B01AA,B01AA01,dicoumarol,BRD-K82236179,
,L,L0,L01,L01XE,L01XE41,binimetinib,BRD-K82244583,
,R,R0,R07,R07AB,R07AB07,almitrine,BRD-K82677201,
,R,R0,R06,R06AX,R06AX13,loratadine,BRD-K82795137,
,A,A1,A10,A10BX,A10BX02,repaglinide,BRD-K82846253,
,C,C1,C10,C10AA,C10AA07,rosuvastatin,BRD-K82941592,
,N,N0,N05,N05AX,N05AX17,pimavanserin,BRD-K83405785,
,N,N0,N06,N06BX,N06BX10,nizofenone,BRD-K84011460,
,C,C0,C09,C09CA,C09CA06,candesartan,BRD-K84091759,
,L,L0,L01,L01BB,L01BB07,nelarabine,BRD-K84466663,
,N,N0,N06,N06AX,N06AX22,agomelatine,BRD-K84698278,
,C,C0,C02,C02KX,C02KX05,riociguat,BRD-K84783599,
,J,J0,J05,J05AE,J05AE10,darunavir,BRD-K84986517,
,S,S0,S01,S01EB,S01EB01,pilocarpine,BRD-K85090592,
,V,V0,V04,V04CA,V04CA01,tolbutamide,BRD-K85119730,
,J,J0,J01,J01CG,J01CG01,sulbactam,BRD-K85679373,
,J,J0,J05,J05AF,J05AF03,zalcitabine,BRD-K85925969,
,B,B0,B01,B01AC,B01AC07,dipyridamole,BRD-K86301799,
,M,M0,M04,M04AA,M04AA01,allopurinol,BRD-K86307448,
,G,G0,G02,G02CB,G02CB03,cabergoline,BRD-K86882815,
,D,D0,D06,D06BB,D06BB09,edoxudine,BRD-K86892782,
,L,L0,L01,L01XE,L01XE32,cediranib,BRD-K86930074,
,H,H0,H03,H03BB,H03BB01,carbimazole,BRD-K87156652,
,J,J0,J04,J04AC,J04AC01,isoniazid,BRD-K87202646,
,N,N0,N06,N06BA,N06BA13,armodafinil,BRD-K87278688,
,C,C0,C03,C03CA,C03CA03,piretanide,BRD-K87990216,
,L,L0,L04,L04AA,L04AA27,fingolimod,BRD-K88025533,
,N,N0,N07,N07XX,N07XX03,xaliproden,BRD-K88358234,
,C,C0,C01,C01EB,C01EB15,trimetazidine,BRD-K88366685,
,P,P0,P01,P01BD,P01BD01,pyrimethamine,BRD-K88429204,
,L,L0,L01,L01XX,L01XX55,rucaparib,BRD-K88560311,
,N,N0,N06,N06BX,N06BX11,aniracetam,BRD-K88611939,
,L,L0,L02,L02BG,L02BG04,letrozole,BRD-K88789588,
,R,R0,R03,R03AC,R03AC18,indacaterol,BRD-K89208535,
,C,C0,C09,C09AA,C09AA05,ramipril,BRD-K89348303,
,A,A0,A02,A02BX,A02BX03,pirenzepine,BRD-K89375097,
,C,C0,C04,C04AX,C04AX07,vincamine,BRD-K89704198,
,N,N0,N05,N05AB,N05AB06,trifluoperazine,BRD-K89732114,
,N,N0,N03,N03AX,N03AX21,retigabine,BRD-K89917372,
,N,N0,N05,N05AA,N05AA01,chlorpromazine,BRD-K89997465,
,G,G0,G03,G03XC,G03XC02,bazedoxifene,BRD-K90195324,
,V,V0,V03,V03AB,V03AB36,phentolamine,BRD-K90333595,
,N,N0,N06,N06AX,N06AX06,nefazodone,BRD-K90789829,
,A,A1,A10,A10BK,A10BK02,canagliflozin,BRD-K90868879,
,N,N0,N04,N04BC,N04BC09,rotigotine,BRD-K91111634,
,N,N0,N06,N06AA,N06AA10,nortriptyline,BRD-K91263825,
,P,P0,P01,P01BA,P01BA06,amodiaquine,BRD-K91290917,
,R,R0,R05,R05DA,R05DA07,noscapine,BRD-K91301684,
,N,N0,N07,N07CA,N07CA01,betahistine,BRD-K91315211,
,R,R0,R07,R07AB,R07AB02,nikethamide,BRD-K91544578,
,L,L0,L01,L01BB,L01BB02,mercaptopurine,BRD-K91601245,
,M,M0,M02,M02AA,M02AA08,felbinac,BRD-K91740057,
,C,C0,C03,C03DB,C03DB02,triamterene,BRD-K92049597,
,L,L0,L01,L01DB,L01DB01,doxorubicin,BRD-K92093830,
,C,C1,C10,C10AX,C10AX12,lomitapide,BRD-K92213669,
,L,L0,L01,L01XX,L01XX25,bexarotene,BRD-K92441787,
,A,A1,A14,A14AA,A14AA08,oxandrolone,BRD-K92467929,
,N,N0,N04,N04BD,N04BD03,safinamide,BRD-K92613113,
,N,N0,N05,N05CF,N05CF03,zaleplon,BRD-K92657060,
,L,L0,L01,L01XE,L01XE01,imatinib,BRD-K92723993,
,C,C0,C09,C09AA,C09AA04,perindopril,BRD-K92731339,
,N,N0,N05,N05AD,N05AD03,melperone,BRD-K92984783,
,L,L0,L01,L01BB,L01BB04,cladribine,BRD-K93034159,
,L,L0,L04,L04AA,L04AA32,apremilast,BRD-K93208532,
,N,N0,N03,N03AX,N03AX09,lamotrigine,BRD-K93460210,
,N,N0,N05,N05BE,N05BE01,buspirone,BRD-K93461745,
,M,M0,M05,M05BX,M05BX01,ipriflavone,BRD-K93618743,
,G,G0,G04,G04BE,G04BE08,tadalafil,BRD-K93645900,
,L,L0,L02,L02BA,L02BA01,tamoxifen,BRD-K93754473,
,J,J0,J05,J05AF,J05AF04,stavudine,BRD-K93880783,
,N,N0,N05,N05CM,N05CM19,suvorexant,BRD-K94293891,
,J,J0,J05,J05AP,J05AP01,ribavirin,BRD-K94397152,
,C,C0,C05,C05CA,C05CA03,diosmin,BRD-K94436377,
,M,M0,M09,M09AX,M09AX03,ataluren,BRD-K94830329,
,M,M0,M04,M04AB,M04AB01,probenecid,BRD-K95237249,
,N,N0,N05,N05AH,N05AH05,asenapine,BRD-K95260951,
,N,N0,N07,N07XX,N07XX06,tetrabenazine,BRD-K95739795,
,C,C0,C01,C01DX,C01DX11,trapidil,BRD-K95763993,
,G,G0,G04,G04BD,G04BD10,darifenacin,BRD-K95773607,
,C,C0,C02,C02AA,C02AA02,reserpine,BRD-K95921201,
,A,A0,A08,A08AA,A08AA01,phentermine,BRD-K96319534,
,S,S0,S01,S01AA,S01AA12,tobramycin,BRD-K96342952,
,A,A1,A10,A10BH,A10BH05,linagliptin,BRD-K96550715,
,A,A0,A03,A03FA,A03FA07,itopride,BRD-K96740444,
,L,L0,L04,L04AX,L04AX05,pirfenidone,BRD-K96862998,
,V,V0,V03,V03AC,V03AC03,deferasirox,BRD-K97010173,
,R,R0,R03,R03DC,R03DC02,pranlukast,BRD-K97045029,
,N,N0,N05,N05AD,N05AD08,droperidol,BRD-K97158071,
,C,C0,C03,C03DB,C03DB01,amiloride,BRD-K97181089,
,C,C0,C04,C04AE,C04AE04,dihydroergocristine,BRD-K97440753,
,G,G0,G03,G03XA,G03XA02,gestrinone,BRD-K97472745,
,N,N0,N05,N05CH,N05CH01,melatonin,BRD-K97530723,
,D,D0,D04,D04AA,D04AA02,mepyramine,BRD-K97564742,
,D,D1,D11,D11AH,D11AH02,pimecrolimus,BRD-K97729603,
,A,A1,A10,A10BB,A10BB02,chlorpropamide,BRD-K97746869,
,R,R0,R03,R03DA,R03DA04,theophylline,BRD-K97799481,
,R,R0,R06,R06AX,R06AX28,rupatadine,BRD-K98004573,
,C,C0,C02,C02AC,C02AC01,clonidine,BRD-K98530306,
,V,V0,V03,V03AB,V03AB25,flumazenil,BRD-K98769987,
,N,N0,N03,N03AX,N03AX10,felbamate,BRD-K99107520,
,P,P0,P01,P01BC,P01BC01,quinine,BRD-K99257182,
,D,D0,D08,D08AE,D08AE01,hexachlorophene,BRD-K99792991,
,L,L0,L01,L01XE,L01XE14,bosutinib,BRD-K99964838,
,N,N0,N06,N06AX,N06AX18,reboxetine,BRD-M39350793,
,S,S0,S01,S01LA,S01LA01,verteporfin,BRD-M45964048,
,N,N0,N07,N07AX,N07AX03,cevimeline,BRD-M98279124,
IETKPTYAGKZLKY-UHFFFAOYSA-N,,,,,,balaglitazone,BRD-A00147595,CN1C(COC2CCC(CC3SC(=O)NC3=O)CC2)NC2CCCCC2C1=O
