name,atc
Dihydropyridine derivative selective calcium channel blockers with mainly vascular effects,C08CA
"Triazole derivatives, gynecological antiinfectives and antiseptics",G01AG
Population Group,T098
biguanide antimalarials,P01BB
Other antivirals in ATC,J05AX
Mercurial antiseptic and disinfectant products,D08AK
trimebutine,A03AA05
fomepizole,V03AB34
lovastatin and nicotinic acid,C10BA01
agalsidase alfa,A16AB03
metaraminol,C01CA09
ganciclovir,J05AB06
simfibrate,C10AB06
ANTIVERTIGO PREPARATIONS,N07C
atenolol and other diuretics,C07CB03
Hydroxyquinoline derivatives for amoebiasis and other protozoal diseases,P01AA
technetium (99mTc) hynic-octreotide,V09IA07
sacrosidase,A16AB06
prednisolone and mydriatics,S01BB02
pomalidomide,L04AX06
prulifloxacin,J01MA17
caffeine and sodium benzoate,V04CG30
"formoterol, glycopyrronium bromide and beclometasone",R03AL09
ulipristal,G03AD02
THROAT PREPARATIONS,R02A
polynoxylin,D01AE05
prednisolone and antibiotics,D07CA03
senna glycosides,A06AB06
silymarin,A05BA03
bemegride,R07AB05
"nifedipine, combinations",C08CA55
pixantrone,L01DB11
OTHER DIAGNOSTIC AGENTS in ATC,V04C
CARDIAC GLYCOSIDES,C01A
Indium-111 inflammation and infection detection radiopharmaceuticals,V09HB
Rota virus diarrhea vaccines,J07BH
oxyphenbutazone,M01AA03
levonorgestrel and estrogen,G03FA11
melevodopa and decarboxylase inhibitor,N04BA05
Anatomical Structure,T017
isotretinoin,D10BA01
GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03G
Respiratory stimulants,R07AB
"Other blood glucose lowering drugs, excl. insulins in ATC",A10BX
pethidine and antispasmodics,N02AG03
betamethasone and antiseptics,D07BC01
ertapenem,J01DH03
pyrantel,P02CC01
Viscoelastic substances,S01KA
tropatepine,N04AA12
bacitracin,J01XX10
dimefline,R07AB08
"tegafur, combinations",L01BC53
buclizine,R06AE01
metformin and dapagliflozin,A10BD15
"Amino acids/carbohydrates/minerals/vitamins, combinations",V06DE
neomycin,S02AA07
chloropyramine,R06AC03
magnesium lactate,A12CC06
theobromine,R03DA07
tiratricol,H03AA04
nicotinyl alcohol,C04AC02
metformin and gemigliptin,A10BD18
bambuterol,R03CC12
artesunate and amodiaquine,P01BF03
fluoxetine and psycholeptics,N06CA03
bisoxatin,A06AB09
ANTITREMATODALS,P02B
"dantron, combinations",A06AB53
"nikethamide, combinations",R07AB52
dexfenfluramine,A08AA04
tetragalacturonic acid hydroxymethylester,B02BC03
pioglitazone,A10BG03
iloprost,B01AC11
Sodium supplements,A12CA
methoxamine,C01CA10
hachimycin,J02AA02
isoxsuprine,C04AA01
Vitamin,T127
albendazole,P02CA03
hydroxyprogesterone,G03DA03
ramelteon,N05CH02
delapril,C09AA12
calcitonin (pork natural),H05BA02
zofenopril,C09AA15
procarbazine,L01XB01
mianserin,N06AX03
OTHER NERVOUS SYSTEM DRUGS in ATC,N07X
hexachlorophene,D08AE01
thrombin,B02BC06
"isotretinoin, combinations",D10AD54
bleomycin,L01DC01
mesterolone,G03BB01
Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD) in ATC,A02BX
povidone-iodine,D08AG02
nifedipine,C08CA05
gadoteric acid,V08CA02
ethambutol and isoniazid,J04AM03
"Selective beta-2-adrenoreceptor agonists, systemic",R03CC
risedronic acid and colecalciferol,M05BB07
"Quinoline derivatives, antiseptics and disinfectants",D08AH
"olmesartan medoxomil, amlodipine and hydrochlorothiazide",C09DX03
"Solvents and diluting agents, incl. irrigating solutions",V07AB
"emetine, combinations",P01AX52
Wart and anti-corn preparations,D11AF
levofloxacin and ornidazole,J01RA05
tuaminoheptane,R01AA11
asunaprevir,J05AP06
"Beta blocking agents, non-selective, thiazides and other diuretics",C07DA
rifaximin,A07AA11
"Protein kinase inhibitors, antineoplastic drugs",L01XE
pramocaine,C05AD07
Other antiinflammatory therapeutic radiopharmaceuticals in ATC,V10AX
Drugs used in nicotine dependence,N07BA
Combinations of antibacterials,J01RA
diiodohydroxyquinoline,G01AC01
nicergoline,C04AE02
potassium permanganate,D08AX06
"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03A
mosapramine,N05AX10
"Imidazole derivatives, intestinal antiinfectives",A07AC
INTESTINAL ADSORBENTS,A07B
"medicinal charcoal, combinations",A07BA51
Benzamide antipsychotics,N05AL
tetracycline and oleandomycin,J01RA08
benproperine,R05DB02
various allergen extracts,V01AA20
hexapropymate,N05CM10
technetium (99mTc) nanocolloid,V09EA03
NASAL DECONGESTANTS FOR SYSTEMIC USE,R01B
desonide,S01BA11
potassium hydrogentartrate,A12BA03
immunocyanin,L03AX10
perampanel,N03AX22
"Antiallergic nasal preparations for topical use, excl. corticosteroids",R01AC
"Antiinflammatory agents, non-steroidal, ophthalmologic",S01BC
tamoxifen,L02BA01
Other anticestodals in ATC,P02DX
potassium iodide,R05CA02
"ombitasvir, paritaprevir and ritonavir",J05AP53
calcium pantothenate,D03AX04
peginterferon alfa-2a,L03AB11
sulfanilamide,D06BA05
palonosetron,A04AA05
Beta blocking agents and calcium channel blockers,C07FB
"Sulfonamides, ophthalmologic antiinfectives",S01AB
lypressin,H01BA03
cetiedil,C04AX26
acipimox,C10AD06
ranibizumab,S01LA04
"dihydroergotamine, combinations",N02CA51
"Fluoroquinolone antibacterials, systemic",J01MA
Intermediate-acting sulfonamide combinations,J01EC20
megestrol and estrogen,G03FA08
ceruletide,V04CC04
Other anti-dementia drug combinations in ATC,N06DX30
dronedarone,C01BD07
nitroxoline,J01XX07
irinotecan,L01XX19
sulfaphenazole,J01ED08
mepacrine,P01AX05
coagulation factor X,B02BD13
cefotetan,J01DC05
ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03C
fibrinolysin and desoxyribonuclease,B06AA02
IMMUNOSTIMULANTS,L03A
ornidazole,P01AB03
cyclobarbital,N05CA10
Rubella vaccines,J07BJ
loracarbef,J01DC08
eperisone,M03BX09
aldesleukin,L03AC01
ipilimumab,L01XC11
rescinnamine and diuretics,C02LA02
"Purine derivatives, peripheral vasodilators",C04AD
cetrorelix,H01CC02
sermorelin,H01AC04
boceprevir,J05AP03
bumetanide and potassium-sparing agents,C03EB02
"Phenylpiperidine derivatives, opioid analgesics",N02AB
Second-generation cephalosporins,J01DC
golimumab,L04AB06
hydrocortisone,H02AB09
anthrax antigen,J07AC01
pramipexole,N04BC05
eribulin,L01XX41
iprindole,N06AA13
carbasalate calcium,B01AC08
etoricoxib,M01AH05
lithium succinate,D11AX04
levamisole,P02CE01
propanol,D08AX03
chymopapain,M09AB01
chlortalidone,C03BA04
nalidixic acid,J01MB02
pipradrol,N06BX15
"methylprednisolone, combinations",H02BX01
benzyl alcohol,P03AX06
melarsoprol,P01CD01
fentiazac,M02AA14
tavaborole,D01AE24
dimetindene,R06AB03
Antidepressants in combination with psycholeptics,N06CA
Various thyroid diagnostic radiopharmaceuticals,V09FX
Other mineral products in ATC,A12CX
icatibant,B06AC02
prothipendyl,N05AX07
attapulgite,A07BC04
mometasone,D07AC13
aminomethylbenzoic acid,B02AA03
"combinations of rauwolfia alkoloids, combinations",C02AA53
diprophylline,R03DA01
tetracycline,S03AA02
Other selective calcium channel blockers with mainly vascular effects in ATC,C08CX
"phenazone, combinations excl. psycholeptics",N02BB51
thiopropazate,N05AB05
olodaterol,R03AC19
calcium glucoheptonate,A12AA10
Benzomorphan derivative analgesics,N02AD
doxacurium chloride,M03AC07
moxestrol,G03CB04
sodium iodide (131I),V10XA01
Heparins or heparinoids for topical use,C05BA
calcium citrate,A12AA13
ibrutinib,L01XE27
"Phenothiazines with piperazine structure, antipsychotics",N05AB
nystatin,D01AA01
"Enzymes, peripheral vasodilators",C04AF
"emtricitabine, tenofovir alafenamide and rilpivirine",J05AR19
thioproperazine,N05AB08
fluoxymesterone,G03BA01
aclarubicin,L01DB04
pecilocin,D01AA04
"Quaternary ammonium compounds, antiseptics and disinfectants",D08AJ
yttrium (90Y) silicate colloid,V10AA03
acetylcholine,S01EB09
satraplatin,L01XA04
magnesium gluconate,A12CC03
pyrethrum,P03AC01
trapidil,C01DX11
vinblastine,L01CA01
ifosfamide,L01AA06
scopolamine,S01FA02
sulfatolamide,G01AE01
dapiprazole,S01EX02
"Blood tests, auxiliary products",V07AD
"Belladonna alkaloids, tertiary amines for functional gastrointestinal disorders",A03BA
misoprostol,G02AD06
salbutamol,R03CC02
"proscillaridin, combinations",C01AB51
heparin,B01AB01
mannitol,B05CX04
"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",D07A
benzethonium chloride,D08AJ08
Lithium antipsychotics,N05AN
metampicillin,J01CA14
anagrelide,L01XX35
guselkumab,L04AC16
sodium oxybate,N01AX11
cadralazine,C02DB04
Amide local anesthetics,N01BB
alprostadil,C01EA01
Antibiotic,T195
nebacumab,J06BC01
Injury or Poisoning,T037
HORMONE ANTAGONISTS AND RELATED AGENTS,L02B
oxitropium bromide,R03BB02
hexoprenaline,R03CC05
Clinical Drug,T200
lentinan,L03AX01
Analgesics and anesthetics,S02DA
ANDROGENS,G03B
Lung surfactants,R07AA
prussian blue,V03AB31
propyphenazone,N02BB04
agomelatine,N06AX22
levosulpiride,N05AL07
dimercaprol,V03AB09
valsartan,C09CA03
technetium (99mTc) bicisate,V09AA02
ramipril,C09AA05
chloroprednisone and antiinfectives,S01CA09
Hyperici herba,N06AX25
diacerein,M01AX21
bendazac,M02AA11
"Antivirals, ophthalmologic",S01AD
TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02
nefopam,N02BG06
roflumilast,R03DX07
"ACE inhibitors, plain",C09AA
OTHER DERMATOLOGICAL PREPARATIONS in ATC,D11
cyclobutyrol,A05AX03
chorionic gonadotrophin,G03GA01
tocopherol,A11HA03
"Nitrofuran derivatives, antiprotozoal drugs",P01CC
"rota virus, pentavalent, live, reassorted",J07BH02
methylrosaniline,D01AE02
indium (111In) tropolonate labelled cells,V09HB02
olodaterol and tiotropium bromide,R03AL06
etozolin,C03CX01
phenylephrine,C01CA06
tree pollen allergenic extracts,V01AA05
idursulfase beta,A16AB16
talbutal,N05CA07
aluminium clofibrate,C10AB03
tolterodine,G04BD07
Food allergenic extracts,V01AA08
ipecacuanha,V03AB01
mupirocin,R01AX06
eplerenone,C03DA04
levonorgestrel and estrogen,G03FB09
levodopa and decarboxylase inhibitor,N04BA02
pinazepam,N05BA14
cromoglicic acid,D11AH03
nelfinavir,J05AE04
"Vitamin B-complex, other combinations",A11EX
Anilide analgesics and antipyretics,N02BE
hypromellose,S01KA02
Other plant alkaloids and natural products in ATC,L01CX
aluminium acetotartrate,S02AA04
"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08
rilonacept,L04AC04
xenysalate,D11AC09
repaglinide,A10BX02
corticotropin,H01AA01
aminobenzoate potassium,D11AX23
"poliomyelitis oral, bivalent, live attenuated",J07BF04
dantron,A06AB03
"mepivacaine, combinations",N01BB53
triclofos,N05CM07
THROAT PREPARATIONS,R02
isotretinoin,D10AD04
"chlorzoxazone, combinations with psycholeptics",M03BB73
rasburicase,V03AF07
carbimazole,H03BB01
pramlintide,A10BX05
quinethazone and potassium,C03BB02
vincamine,C04AX07
SENSORY ORGAN DRUGS,S
clobetasol and antibiotics,D07CD01
plastic IUD with progestogen,G02BA03
"diphenylpyraline, combinations",R06AA57
begelomab,L04AA35
oxyquinoline,R02AA14
rucaparib,L01XX55
cough suppressants and expectorants,R05FB02
distigmine,N07AA03
triamcinolone,R03BA06
Bacterium,T007
ethyl biscoumacetate,B01AA08
bentiromide,V04CK03
tulobuterol,R03AC11
Enema for Constipation,A06AG
dihydrocodeine and paracetamol,N02AJ01
calcium chloride,A12AA07
mesulfen,P03AA03
ambazone,R02AA01
gas-gangrene sera,J06AA05
felodipine,C08CA02
iotroxic acid,V08AC02
calcium chloride,G04BA03
"Amino Acids, I.V. solution additive",B05XB
isobromindione,M04AB04
phentermine,A08AA01
fluticasone furoate,R03BA09
delapril and manidipine,C09BB12
"tretinoin, combinations",D10AD51
Immune sera,J06AA
oxybutynin,G04BD04
collagenase,D03BA02
staphylococcus immunoglobulin,J06BB08
Other non-therapeutic auxiliary products in ATC,V07AY
sodium monofluorophosphate,A01AA02
Muscle relaxants FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE
Bone morphogenetic proteins,M05BC
quetiapine,N05AH04
ebastine,R06AX22
"tuberculosis, live attenuated",J07AN01
udenafil,G04BE11
terbinafine,D01AE15
vidarabine,J05AB03
tegafur,L01BC03
vorinostat,L01XX38
OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC,V10X
Aluminium antacid compound combinations,A02AB10
iotalamic acid,V08AA04
oxabolone cipionate,A14AB03
iobenzamic acid,V08AC05
Plasters,V07AA
carmustine,L01AD01
frovatriptan,N02CC07
Anesthetics for topical use,D04AB
Food,T168
dihydroergotamine,N02CA01
Hederae helicis folium,R05CA12
diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus,J07CA06
zipeprol,R05DB15
methysergide,N02CA04
bucladesine,C01CE04
"Piperazine derivatives, systemic antihistamines",R06AE
"clindamycin, combinations",D10AF51
"brinzolamide, combinations",S01EC54
sorbitol,V04CC01
"naphazoline, combinations",S01GA51
Other diagnostic radiopharmaceuticals for inflammation and infection detection in ATC,V09HX
sulfathiazole,D06BA02
miglustat,A16AX06
POTASSIUM-SPARING DIURETICS,C03D
various other anti-acne preparation combinations for topical use in ATC,D10AX30
polymyxin B,J01XB02
interferon alfa-2a,L03AB04
desonide,D07AB08
cefuroxime,J01DC02
pethidine,N02AB02
anileridine,N01AH05
"Corticosteroids, moderately potent (group II)",D07AB
tilidine,N02AX01
fluoroethyl-L-tyrosine (18F),V09IX10
naftazone,C05CX02
quinidine,C01BA01
ciclosporin,L04AD01
emetine,P01AX02
prednisolone,H02AB06
prednisolone and antiinfectives,S03CA02
medicinal charcoal,A07BA01
potassium clorazepate,N05BA05
furosemide and potassium,C03CB01
argatroban,B01AE03
ramucirumab,L01XC21
sulfamethoxypyridazine,J01ED05
fluorometholone,S01BA07
Benzothiazepine derivative selective calcium channel blockers with direct cardiac effects,C08DB
hydroxychloroquine,P01BA02
etravirine,J05AG04
combinations of corticosteroids,D07AB30
mephenesin,M03BX06
magnesium citrate,A06AD19
fludrocortisone and antiinfectives,S03CA05
domperidone,A03FA03
chlormadinone,G03DB06
Health Care Activity,T058
acetylcarnitine,N06BX12
"Other antiarrhythmics, class I and III in ATC",C01BG
"meclozine, combinations",R06AE55
somatropin,H01AC01
"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A
alosetron,A03AE01
minoxidil,D11AX01
azelastine,R06AX19
sotalol and thiazides,C07BA07
medroxyprogesterone and ethinylestradiol,G03AA08
meclocycline,D10AF04
bivalirudin,B01AE06
rofecoxib,M01AH02
metformin and rosiglitazone,A10BD03
glucagon,H04AA01
Tuberculosis diagnostics agents,V04CF
"Multivitamins, other combinations",A11AB
propicillin,J01CE03
dimethyltubocurarine,M03AA04
triclosan,D09AA06
nortriptyline,N06AA10
ergometrine,G02AB03
COUGH AND COLD PREPARATIONS,R05
"Beta blocking agents, selective",C07AB
belimumab,L04AA26
perindopril and bisoprolol,C09BX02
bibenzonium bromide,R05DB12
"sulfonamides, combinations with other antibacterials (excl. trimethoprim)",J01RA02
clodronic acid,M05BA02
choline theophyllinate and adrenergics,R03DB02
oxymetazoline,S01GA04
penamecillin,J01CE06
Leukotriene receptor antagonists for obstructive airway diseases,R03DC
serelaxin,C01DX21
"Bisphosphonates, combinations affecting bone structure and mineralization",M05BB
lamivudine and raltegravir,J05AR16
microparticles of galactose,V08DA02
botulinum toxin,M03AX01
glutethimide,N05CE01
piracetam,N06BX03
ponatinib,L01XE24
Chemical Viewed Structurally,T104
Hemophilus influenzae B vaccines,J07AG
Local anesthetics for treatment of hemorrhoids and anal fissures for topical use,C05AD
angiotensinamide,C01CX06
voriconazole,J02AC03
iopromide,V08AB05
ethisterone,G03DC04
sulfur hexafluoride,V08DA05
bismuth subnitrate,A02BX12
Non-selective beta-adrenoreceptor agonists for systemic use,R03CB
atracurium,M03AC04
dienestrol,G03CB01
zofenopril and diuretics,C09BA15
renal function and ureteral injuries test diagnostic agents,V04CH
voglibose,A10BF03
"Technetium 99m compounds, skeletal system diagnostic radiopharmaceuticals",V09BA
alanyl glutamine,B05XB02
pegfilgrastim,L03AA13
trolnitrate,C01DA09
cisplatin,L01XA01
ANTITHYROID PREPARATIONS,H03B
pravastatin,C10AA03
Magnesium antacid compound combinations,A02AA10
tioguanine,L01BB03
doxorubicin,L01DB01
"influenza, live attenuated",J07BB03
ANALGESICS,N02
sodium citrate,B05CB02
cerivastatin,C10AA06
ANTITHROMBOTIC AGENTS,B01A
glucose,B05CX01
RESPIRATORY SYSTEM DRUGS,R
salmeterol and fluticasone,R03AK06
Antimony compounds for treatment of leishmaniasis and trypanosomiasis,P01CB
eptotermin alfa,M05BC02
physostigmine,V03AB19
tamsulosin and solifenacin,G04CA53
melphalan,L01AA03
acetylsalicylic acid and corticosteroids,M01BA03
"tetracaine, combinations",N01BA53
other nasal preparation combinations in ATC,R01AX30
emepronium,G04BD01
dihydralazine,C02DB01
formoterol and mometasone,R03AK09
thiosulfate,V03AB06
Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09AB
syrosingopine and diuretics,C02LA09
"dexamethasone, combinations",R01AD53
Aminoquinoline antimalarials,P01BA
fluoromethylcholine (18F),V09IX07
cinchocaine,D04AB02
nusinersen,M09AX07
empegfilgrastim,L03AA16
Platelet aggregation inhibitor combinations excl. heparin,B01AC30
betamethasone,S02BA07
tolonidine,C02AC04
methylthiouracil,H03BA01
mepindolol,C07AA14
glafenine,N02BG03
"propyphenazone, combinations with psycholeptics",N02BB74
"ANTIARRHYTHMICS, CLASS I AND III",C01B
ramipril and felodipine,C09BB05
quinisocaine,D04AB05
Classification,T185
"Amino acids, incl. combinations with polypeptides",V06DD
lofepramine,N06AA07
methoserpidine,C02AA06
nicotinyl methylamide,A05AB01
droxicam,M01AC04
"trypsin, combinations",M09AB52
technetium (99mTc) furifosmin,V09GA05
ordinary salt combinations,A02AD01
briakinumab,L04AC09
pargyline,C02KC01
cyproterone and estrogen,G03HB01
ichtasol,D10BX01
delapril and diuretics,C09BA12
fimasartan and diuretics,C09DA10
fluphenazine,N05AB02
cyclandelate,C04AX01
flurbiprofen,R02AX01
artesunate,P01BE03
"Technetium 99m compounds, cardiovascular system diagnostic radiopharmaceuticals",V09GA
ANTIFUNGALS FOR DERMATOLOGICAL USE,D01
proscillaridin,C01AB01
doxofylline,R03DA11
phenazocine,N02AD02
pimavanserin,N05AX17
chlortetracycline,S01AA02
regorafenib,L01XE21
Technetium 99m particles and colloid diagnostic radiopharmaceuticals for hepatic and reticulo endothelial system,V09DB
propacetamol,N02BE05
bopindolol,C07AA17
malathion,P03AX03
tyrothricin,D06AX08
masoprocol,L01XX10
torasemide,C03CA04
liver functional capacity test diagnostic agents,V04CE
gabapentin,N03AX12
tetracycline,J01AA07
dexamethasone,S01BA01
trimegestone and estrogen,G03FB11
lomitapide,C10AX12
other meningococcal polyvalent purified polysaccharides antigen,J07AH05
benidipine,C08CA15
Incontinence equipment,V07AN
fenbendazole,P02CA06
Other antibiotics for topical use in ATC,D06AX
feprazone,M01AX18
Various pain palliation radiopharmaceuticals,V10BX
Other antipsychotics in ATC,N05AX
cinolazepam,N05CD13
belatacept,L04AA28
Peripheral opioid receptor antagonists,A06AH
Milk substitutes,V06DF
magnesium chloride,B05XA11
xaliproden,N07XX03
ibopamine,C01CA16
"Nicotinic acid and derivatives, peripheral vasodilators",C04AC
"dextropropoxyphene, combinations with psycholeptics",N02AC74
linsidomine,C01DX18
nedocromil,S01GX04
"Beta blocking agents, non-selective, and vasodilators",C07EA
methylcellulose,A06AC06
magaldrate and antiflatulents,A02AF01
oxiconazole,D01AC11
diamorphine,N07BC06
lidocaine,S01HA07
chlorprothixene,N05AF03
orlistat,A08AB01
azelastine,S01GX07
nifurzide,A07AX04
ANTIADRENAL PREPARATIONS,H02C
aldesulfone sodium,J04BA03
fenoprofen,M01AE04
reviparin,B01AB08
protiofate,G01AX13
regadenoson,C01EB21
hydroflumethiazide and potassium,C03AB02
hydrogen peroxide,A01AB02
OTHER ANTINEOPLASTIC AGENTS in ATC,L01X
"cinnarizine, combinations",N07CA52
neomycin,R02AB01
ammonium chloride,G04BA01
Chemicals and reagents for analysis,V07AZ
"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04
exenatide,A10BJ01
Calcitonin preparations,H05BA
biguanide blood glucose lower drugs,A10BA
suprofen,M01AE07
lidocaine,R02AD02
Androgens for topical use,D11AE
sodium glycerophosphate,B05XA14
ACE inhibitors and calcium channel blockers,C09BB
diphemanil,A03AB15
vitamin C combinations,A11GB
bacitracin,R02AB04
clemastine,D04AA14
"benzoyl peroxide, combinations",D10AE51
acetarsol,G01AB01
Other parasympathomimetics in ATC,N07AX
sertaconazole,D01AC14
albiglutide,A10BJ04
"cromoglicic acid, combinations",S01GX51
"sterculia, combinations",A06AC53
colextran,C10AC03
nitrofural,D08AF01
tromantadine,J05AC03
apomorphine,G04BE07
proxibarbal,N05CA22
ANTIEPILEPTICS,N03
"ibuprofen, combinations",M01AE51
"Antiinflammatory agents, non-steroids and antiinfectives in combination",S01CC
