name,atc,inchi_key,smiles
gadodiamide,V08CA03,HZHFFEYYPYZMNU-UHFFFAOYSA-K,O=C1[O-][Gd+3]234567[O]=C(C[N]2(CC[N]3(CC([O-]4)=O)CC[N]5(CC(=[O]6)NC)CC(=O)[O-]7)C1)NC
guanadrel,,HPBNRIOWIXYZFK-UHFFFAOYSA-N,NC(N)=NCC1COC2(CCCCC2)O1
lovastatin,C10AA02,PCZOHLXUXFIOCF-BXMDZJJMSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
enflurane,N01AB04,JPGQOUSTVILISH-UHFFFAOYSA-N,FC(F)OC(F)(F)C(F)Cl
cefotiam,J01DC07,QYQDKDWGWDOFFU-IUODEOHRSA-N,[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O
pregabalin,N03AX16,AYXYPKUFHZROOJ-ZETCQYMHSA-N,CC(C)C[C@H](CN)CC(O)=O
temazepam,N05CD07,SEQDDYPDSLOBDC-UHFFFAOYSA-N,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1
methyclothiazide,C03AA08,CESYKOGBSMNBPD-UHFFFAOYSA-N,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
aminosalicylic acid,J04AA02,WUBBRNOQWQTFEX-UHFFFAOYSA-N,NC1=CC(O)=C(C=C1)C(O)=O
reboxetine,N06AX18,CBQGYUDMJHNJBX-RTBURBONSA-N,[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1
milrinone,C01CE02,PZRHRDRVRGEVNW-UHFFFAOYSA-N,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1
pipobroman,L01AX02,NJBFOOCLYDNZJN-UHFFFAOYSA-N,BrCCC(=O)N1CCN(CC1)C(=O)CCBr
butabarbital,,ZRIHAIZYIMGOAB-UHFFFAOYSA-N,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
nevirapine,J05AG01,NQDJXKOVJZTUJA-UHFFFAOYSA-N,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1
oxiconazole,D01AC11,QRJJEGAJXVEBNE-HKOYGPOVSA-N,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1
alclometasone,D07AB10,FJXOGVLKCZQRDN-PHCHRAKRSA-N,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C
butalbital,N05CB01,UZVHFVZFNXBMQJ-UHFFFAOYSA-N,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O
cladribine,L04AA40,PTOAARAWEBMLNO-KVQBGUIXSA-N,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
ranolazine,C01EB18,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1
mesalazine,A07EC02,KBOPZPXVLCULAV-UHFFFAOYSA-N,NC1=CC(C(O)=O)=C(O)C=C1
benzatropine,N04AC01,GIJXKZJWITVLHI-PMOLBWCYSA-N,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C
ziprasidone,N05AE04,MVWVFYHBGMAFLY-UHFFFAOYSA-N,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
methysergide,N02CA04,KPJZHOPZRAFDTN-NQUBZZJWSA-N,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO
cabergoline,N04BC06,KORNTPPJEAJQIU-KJXAQDMKSA-N,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
idoxuridine,J05AB02,XQFRJNBWHJMXHO-RRKCRQDMSA-N,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O
dapsone,D10AX05,MQJKPEGWNLWLTK-UHFFFAOYSA-N,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
terconazole,G01AG02,BLSQLHNBWJLIBQ-OZXSUGGESA-N,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
phenytoin,N03AB02,CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
medrysone,S01BA08,GZENKSODFLBBHQ-ILSZZQPISA-N,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
doxycycline,J01AA02,JBIWCJUYHHGXTC-AKNGSSGZSA-N,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
diethylstilbestrol,L02AA04,RGLYKWWBQGJZGM-ISLYRVAYSA-N,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
lymecycline,J01AA04,AHEVKYYGXVEWNO-UEPZRUIBSA-N,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C
clotrimazole,D01AC01,VNFPBHJOKIVQEB-UHFFFAOYSA-N,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
calcium acetate,V03AE04,VSGNNIFQASZAOI-UHFFFAOYSA-L,[Ca++].CC([O-])=O.CC([O-])=O
sulfanilamide,G01AE10,FDDDEECHVMSUSB-UHFFFAOYSA-N,NC1=CC=C(C=C1)S(N)(=O)=O
cycloserine,J04AB01,DYDCUQKUCUHJBH-UWTATZPHSA-N,N[C@@H]1CONC1=O
anagrelide,L01XX35,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl
carmustine,L01AD01,DLGOEMSEDOSKAD-UHFFFAOYSA-N,ClCCNC(=O)N(CCCl)N=O
sulfisoxazole,J01EB05,NHUHCSRWZMLRLA-UHFFFAOYSA-N,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
metoprolol,C07FB02,IUBSYMUCCVWXPE-UHFFFAOYSA-N,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
crotamiton,,DNTGGZPQPQTDQF-XBXARRHUSA-N,CCN(C(=O)C=CC)C1=CC=CC=C1C
dicoumarol,B01AA01,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2
cefmenoxime,J01DD05,HJJDBAOLQAWBMH-YCRCPZNHSA-N,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
ropinirole,N04BC04,UHSKFQJFRQCDBE-UHFFFAOYSA-N,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
chlorotrianisene,G03CA06,BFPSDSIWYFKGBC-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
isradipine,C08CA03,HMJIYCCIJYRONP-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
diatrizoate,V08AA01,YVPYQUNUQOZFHG-UHFFFAOYSA-N,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
betazole,V04CG02,JXDFEQONERDKSS-UHFFFAOYSA-N,NCCC1=CC=NN1
topiramate,N03AX11,KJADKKWYZYXHBB-XBWDGYHZSA-N,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
cefmetazole,J01DC09,SNBUBQHDYVFSQF-HIFRSBDPSA-N,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O
olmesartan,C09DA08,VTRAEEWXHOVJFV-UHFFFAOYSA-N,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O
amsacrine,L01XX01,XCPGHVQEEXUHNC-UHFFFAOYSA-N,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1
theophylline,R03DA54,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,CN1C2=C(NC=N2)C(=O)N(C)C1=O
argatroban,B01AE03,KXNPVXPOPUZYGB-IOVMHBDKSA-N,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2
liothyronine,H03AA03,AUYYCJSJGJYCDS-LBPRGKRZSA-N,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
disopyramide,C01BA03,UVTNFZQICZKOEM-UHFFFAOYSA-N,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C
lidocaine,S01HA07,NNJVILVZKWQKPM-UHFFFAOYSA-N,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
pamidronic acid,M05BA03,WRUUGTRCQOWXEG-UHFFFAOYSA-N,NCCC(O)(P(O)(O)=O)P(O)(O)=O
clemastine,D04AA14,YNNUSGIPVFPVBX-NHCUHLMSSA-N,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
acarbose,A10BD17,CEMXHAPUFJOOSV-XGWNLRGSSA-N,[H][C@@](O)(CO)[C@@]([H])(O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(C)[C@@]([H])(N[C@@]3([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O)[C@]([H])(O)[C@@]([H])(O)C=O
venlafaxine,N06AX16,PNVNVHUZROJLTJ-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
conjugated estrogens,G03CA57,,
travoprost,S01EE04,MKPLKVHSHYCHOC-AHTXBMBWSA-N,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F
amcinonide,D07AC11,ILKJAFIWWBXGDU-MOGDOJJUSA-N,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
atomoxetine,N06BA09,VHGCDTVCOLNTBX-QGZVFWFLSA-N,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1
bleomycin,L01DC01,OYVAGSVQBOHSSS-WXFSZRTFSA-O,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
chlorambucil,L01AA02,JCKYGMPEJWAADB-UHFFFAOYSA-N,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
etomidate,N01AX07,NPUKDXXFDDZOKR-LLVKDONJSA-N,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
raltitrexed,L01BA03,IVTVGDXNLFLDRM-HNNXBMFYSA-N,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
etonogestrel,G03AC08,GCKFUYQCUCGESZ-BPIQYHPVSA-N,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
morphine,A07DA52,BQJCRHHNABKAKU-KBQPJGBKSA-N,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
ropivacaine,N01BB09,ZKMNUMMKYBVTFN-HNNXBMFYSA-N,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
bupivacaine,N01BB01,LEBVLXFERQHONN-UHFFFAOYSA-N,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
dapiprazole,S01EX02,RFWZESUMWJKKRN-UHFFFAOYSA-N,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1
penciclovir,D06BB06,JNTOCHDNEULJHD-UHFFFAOYSA-N,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2
tenofovir disoproxil,J05AR09,JFVZFKDSXNQEJW-CQSZACIVSA-N,[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
flucloxacillin,J01CR50,UIOFUWFRIANQPC-JKIFEVAISA-N,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O
tranexamic acid,B02AA02,GYDJEQRTZSCIOI-LJGSYFOKSA-N,NC[C@H]1CC[C@@H](CC1)C(O)=O
ertapenem,J01DH03,JUZNIMUFDBIJCM-ANEDZVCMSA-N,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
desogestrel,G03AC09,RPLCPCMSCLEKRS-BPIQYHPVSA-N,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]
mitomycin,L01DC03,NWIBSHFKIJFRCO-WUDYKRTCSA-N,CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O
talbutal,N05CA07,BJVVMKUXKQHWJK-UHFFFAOYSA-N,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
bexarotene,L01XX25,NAVMQTYZDKMPEU-UHFFFAOYSA-N,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
ibutilide,C01BD05,ALOBUEHUHMBRLE-UHFFFAOYSA-N,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
vindesine,L01CA03,HHJUWIANJFBDHT-KOTLKJBCSA-N,[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@@H]5C[N@@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O
chlorthalidone,G01AE10,JIVPVXMEBJLZRO-UHFFFAOYSA-N,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
ethoxzolamide,,OUZWUKMCLIBBOG-UHFFFAOYSA-N,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O
pentobarbital,N05CB01,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
valproic acid,N03AG01,NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(O)=O
capreomycin,J04AB30,VCOPTHOUUNAYKQ-WBTCAYNUSA-N,[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O
zolmitriptan,N02CC03,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12
acetaminophen,N02BE71,RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)NC1=CC=C(O)C=C1
gefitinib,L01XE02,XGALLCVXEZPNRQ-UHFFFAOYSA-N,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
codeine,N02AA79,OROGSEYTTFOCAN-DNJOTXNNSA-N,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC
piperacillin,J01CR50,IVBHGBMCVLDMKU-GXNBUGAJSA-N,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O
dihydroergotamine,N02CA51,LUZRJRNZXALNLM-JGRZULCMSA-N,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
amitriptyline,N06AA09,KRMDCWKBEZIMAB-UHFFFAOYSA-N,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
floxuridine,L01BC09,ODKNJVUHOIMIIZ-RRKCRQDMSA-N,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
tolcapone,N04BX01,MIQPIUSUKVNLNT-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
fluorometholone,D07XB04,FAOZLTXFLGPHNG-KNAQIMQKSA-N,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
nitroprusside,C02DD01,ASPOIVQEUUCDQT-UHFFFAOYSA-N,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N
calcium glucoheptonate,A12AA10,FATUQANACHZLRT-KMRXSBRUSA-L,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O
hydromorphone,N02AA53,WVLOADHCBXTIJK-YNHQPCIGSA-N,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
indometacin,S01CC02,CGIGDMFJXJATDK-UHFFFAOYSA-N,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
ethambutol,J04AK02,AEUTYOVWOVBAKS-UWVGGRQHSA-N,CC[C@@H](CO)NCCN[C@@H](CC)CO
metformin,A10BD23,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CN(C)C(=N)NC(N)=N
ipratropium,R03BB01,OEXHQOGQTVQTAT-BHIXFJMTSA-N,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C
methadone,N07BC02,USSIQXCVUWKGNF-UHFFFAOYSA-N,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
olanzapine,N05AH03,KVWDHTXUZHCGIO-UHFFFAOYSA-N,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
atenolol,C07CB53,METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
nitrofural,D08AF01,IAIWVQXQOWNYOU-FPYGCLRLSA-N,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
pimecrolimus,D11AH02,KASDHRXLYQOAKZ-XDSKOBMDSA-N,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC
omeprazole,A02BC01,SUBDBMMJDZJVOS-UHFFFAOYSA-N,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C
pyrazinamide,J04AK01,IPEHBUMCGVEMRF-UHFFFAOYSA-N,NC(=O)C1=NC=CN=C1
metixene,N04AA03,MJFJKKXQDNNUJF-UHFFFAOYSA-N,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1
cetirizine,R06AE07,ZKLPARSLTMPFCP-UHFFFAOYSA-N,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
terfenadine,R06AX12,GUGOEEXESWIERI-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
diltiazem,C08DB01,HSUGRBWQSSZJOP-RTWAWAEBSA-N,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
protriptyline,N06AA11,BWPIARFWQZKAIA-UHFFFAOYSA-N,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12
aminohippuric acid,V04CH30,HSMNQINEKMPTIC-UHFFFAOYSA-N,NC1=CC=C(C=C1)C(=O)NCC(O)=O
alfuzosin,G04CA01,WNMJYKCGWZFFKR-UHFFFAOYSA-N,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
trimethadione,N03AC02,IRYJRGCIQBGHIV-UHFFFAOYSA-N,CN1C(=O)OC(C)(C)C1=O
nitisinone,A16AX04,OUBCNLGXQFSTLU-UHFFFAOYSA-N,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O
clobazam,N05BA09,CXOXHMZGEKVPMT-UHFFFAOYSA-N,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
minoxidil,D11AX01,ZFMITUMMTDLWHR-UHFFFAOYSA-N,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
megestrol acetate,G03FB04,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
tioguanine,L01BB03,WYWHKKSPHMUBEB-UHFFFAOYSA-N,NC1=NC(=S)C2=C(N1)N=CN2
methylergometrine,G02AC01,UNBRKDKAWYKMIV-QWQRMKEZSA-N,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
buclizine,R06AE51,MOYGZHXDRJNJEP-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1
aztreonam,J01DF01,WZPBZJONDBGPKJ-VEHQQRBSSA-N,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
chlorzoxazone,M03BB03,TZFWDZFKRBELIQ-UHFFFAOYSA-N,ClC1=CC2=C(OC(=O)N2)C=C1
aminoglutethimide,L02BG01,ROBVIMPUHSLWNV-UHFFFAOYSA-N,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
mefloquine,P01BF02,XEEQGYMUWCZPDN-UHFFFAOYSA-N,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
sulfadiazine,J01EE06,SEEPANYCNGTZFQ-UHFFFAOYSA-N,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
sapropterin,A16AX07,FNKQXYHWGSIFBK-RPDRRWSUSA-N,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O
vinorelbine,L01CA04,GBABOYUKABKIAF-IELIFDKJSA-N,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC
anidulafungin,J02AX06,JHVAMHSQVVQIOT-MFAJLEFUSA-N,[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O
clozapine,N05AH02,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
sucralfate,A02BX02,MNQYNQBOVCBZIQ-JQOFMKNESA-A,O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
grepafloxacin,J01MA11,AIJTTZAVMXIJGM-UHFFFAOYSA-N,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
doxylamine,R06AA09,HCFDWZZGGLSKEP-UHFFFAOYSA-N,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
levonorgestrel,G03AB03,WWYNJERNGUHSAO-XUDSTZEESA-N,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
norepinephrine,C01CA03,SFLSHLFXELFNJZ-QMMMGPOBSA-N,NC[C@H](O)C1=CC(O)=C(O)C=C1
cidofovir,J05AB12,VWFCHDSQECPREK-LURJTMIESA-N,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
